scanned_at_utc,event_slug,event_title,neg_risk,leg_count,sum_ask,sum_bid,fee_charge_buy_basket,fee_charge_sell_basket,net_buy_all_yes_per_basket,net_sell_all_yes_per_basket,flagged_side,executable_basket_usd,depth_weighted_net,book_fetch_ok,fee_type,fees_enabled,volume_24h_usd
2026-07-13T02:57:54Z,where-will-the-next-next-round-of-us-iran-peace-talks-beptptpt-20260623023740663,Where will the next next round of US-Iran peace talks be...?,True,19,0.997,,0.0,,0.003,,buy_all_yes,7.56,0.0,True,,False,25804.78
2026-07-13T02:57:56Z,clacton-by-election-count-binface-vote-20260708142507718,Clacton by-election: Count Binface Vote %,True,5,0.926,0.854,0.050207,0.046721,0.023793,-0.192721,buy_all_yes,661.52,0.001462,True,politics_fees,True,15816.5
2026-07-13T03:13:32Z,where-will-the-next-next-round-of-us-iran-peace-talks-beptptpt-20260623023740663,Where will the next next round of US-Iran peace talks be...?,True,19,0.987,,0.0,,0.013,,buy_all_yes,48.56,0.002976,True,,False,25811.78
2026-07-13T03:13:34Z,clacton-by-election-count-binface-vote-20260708142507718,Clacton by-election: Count Binface Vote %,True,5,0.926,0.854,0.050207,0.046721,0.023793,-0.192721,buy_all_yes,370.98,0.005775,True,politics_fees,True,15816.5
2026-07-13T03:29:13Z,where-will-the-next-next-round-of-us-iran-peace-talks-beptptpt-20260623023740663,Where will the next next round of US-Iran peace talks be...?,True,19,0.981,,0.0,,0.019,,buy_all_yes,45.27,0.000225,True,,False,25819.3
2026-07-13T03:29:15Z,clacton-by-election-count-binface-vote-20260708142507718,Clacton by-election: Count Binface Vote %,True,5,0.926,0.854,0.050207,0.046721,0.023793,-0.192721,buy_all_yes,289.13,0.001355,True,politics_fees,True,15816.5
2026-07-13T03:44:52Z,clacton-by-election-count-binface-vote-20260708142507718,Clacton by-election: Count Binface Vote %,True,5,0.916,0.845,0.049962,0.04652,0.034038,-0.20152,buy_all_yes,275.92,0.002868,True,politics_fees,True,16613.1
2026-07-13T04:00:32Z,where-will-the-next-next-round-of-us-iran-peace-talks-beptptpt-20260623023740663,Where will the next next round of US-Iran peace talks be...?,True,19,0.981,,0.0,,0.019,,buy_all_yes,48.67,0.000522,True,,False,25969.3
2026-07-13T04:00:34Z,clacton-by-election-count-binface-vote-20260708142507718,Clacton by-election: Count Binface Vote %,True,5,0.916,0.845,0.049962,0.04652,0.034038,-0.20152,buy_all_yes,296.16,0.00187,True,politics_fees,True,16613.1
2026-07-13T04:31:50Z,where-will-the-next-next-round-of-us-iran-peace-talks-beptptpt-20260623023740663,Where will the next next round of US-Iran peace talks be...?,True,19,0.984,,0.0,,0.016,,buy_all_yes,35.99,0.007088,True,,False,23624.98
2026-07-13T04:31:51Z,clacton-by-election-count-binface-vote-20260708142507718,Clacton by-election: Count Binface Vote %,True,5,0.916,0.845,0.049962,0.04652,0.034038,-0.20152,buy_all_yes,0.0,0.0,True,politics_fees,True,16612.79
2026-07-13T04:47:31Z,where-will-the-next-next-round-of-us-iran-peace-talks-beptptpt-20260623023740663,Where will the next next round of US-Iran peace talks be...?,True,19,0.996,,0.0,,0.004,,buy_all_yes,19.98,0.001083,True,,False,22237.3
2026-07-13T04:47:32Z,clacton-by-election-count-binface-vote-20260708142507718,Clacton by-election: Count Binface Vote %,True,5,0.935,0.843,0.050566,0.046404,0.014434,-0.203404,buy_all_yes,157.57,0.002715,True,politics_fees,True,18020.59
2026-07-13T05:03:14Z,where-will-the-next-next-round-of-us-iran-peace-talks-beptptpt-20260623023740663,Where will the next next round of US-Iran peace talks be...?,True,19,0.982,,0.0,,0.018,,buy_all_yes,35.96,0.008034,True,,False,21871.71
2026-07-13T05:03:15Z,clacton-by-election-count-binface-vote-20260708142507718,Clacton by-election: Count Binface Vote %,True,5,0.935,0.843,0.050566,0.046404,0.014434,-0.203404,buy_all_yes,310.37,0.000692,True,politics_fees,True,18020.59
2026-07-13T05:18:59Z,where-will-the-next-next-round-of-us-iran-peace-talks-beptptpt-20260623023740663,Where will the next next round of US-Iran peace talks be...?,True,19,0.987,,0.0,,0.013,,buy_all_yes,31.76,0.002617,True,,False,21945.71
2026-07-13T05:19:00Z,clacton-by-election-count-binface-vote-20260708142507718,Clacton by-election: Count Binface Vote %,True,5,0.935,0.853,0.050566,0.046663,0.014434,-0.193663,buy_all_yes,329.78,0.002433,True,politics_fees,True,18020.59
2026-07-13T05:34:47Z,where-will-the-next-next-round-of-us-iran-peace-talks-beptptpt-20260623023740663,Where will the next next round of US-Iran peace talks be...?,True,19,0.98,,0.0,,0.02,,buy_all_yes,36.09,0.004296,True,,False,22028.49
2026-07-13T05:34:48Z,clacton-by-election-count-binface-vote-20260708142507718,Clacton by-election: Count Binface Vote %,True,5,0.927,0.853,0.050131,0.046663,0.022869,-0.193663,buy_all_yes,349.41,0.00335,True,politics_fees,True,18020.59
2026-07-13T05:50:32Z,where-will-the-next-next-round-of-us-iran-peace-talks-beptptpt-20260623023740663,Where will the next next round of US-Iran peace talks be...?,True,19,0.982,,0.0,,0.018,,buy_all_yes,36.08,0.004665,True,,False,22053.49
2026-07-13T05:50:33Z,clacton-by-election-count-binface-vote-20260708142507718,Clacton by-election: Count Binface Vote %,True,5,0.917,0.852,0.049573,0.046604,0.033427,-0.194604,buy_all_yes,332.24,0.009308,True,politics_fees,True,18257.05
2026-07-13T06:06:12Z,where-will-the-next-next-round-of-us-iran-peace-talks-beptptpt-20260623023740663,Where will the next next round of US-Iran peace talks be...?,True,19,0.984,,0.0,,0.016,,buy_all_yes,36.08,0.004665,True,,False,21661.58
2026-07-13T06:06:13Z,clacton-by-election-count-binface-vote-20260708142507718,Clacton by-election: Count Binface Vote %,True,5,0.917,0.852,0.049573,0.046604,0.033427,-0.194604,buy_all_yes,408.14,0.004969,True,politics_fees,True,18257.05
2026-07-13T06:21:54Z,where-will-the-next-next-round-of-us-iran-peace-talks-beptptpt-20260623023740663,Where will the next next round of US-Iran peace talks be...?,True,19,0.994,,0.0,,0.006,,buy_all_yes,36.11,0.003756,True,,False,21661.58
2026-07-13T06:21:55Z,clacton-by-election-count-binface-vote-20260708142507718,Clacton by-election: Count Binface Vote %,True,5,0.917,0.852,0.049573,0.046604,0.033427,-0.194604,buy_all_yes,769.34,0.001361,True,politics_fees,True,18257.05
2026-07-13T06:37:34Z,where-will-the-next-next-round-of-us-iran-peace-talks-beptptpt-20260623023740663,Where will the next next round of US-Iran peace talks be...?,True,19,0.982,,0.0,,0.018,,buy_all_yes,49.72,0.00564,True,,False,21520.2
2026-07-13T06:37:35Z,clacton-by-election-count-binface-vote-20260708142507718,Clacton by-election: Count Binface Vote %,True,5,0.915,0.852,0.04946,0.046604,0.03554,-0.194604,buy_all_yes,766.07,0.00561,True,politics_fees,True,18257.05
2026-07-13T06:53:17Z,where-will-the-next-next-round-of-us-iran-peace-talks-beptptpt-20260623023740663,Where will the next next round of US-Iran peace talks be...?,True,19,0.988,,0.0,,0.012,,buy_all_yes,36.11,0.003756,True,,False,20986.04
2026-07-13T06:53:18Z,clacton-by-election-count-binface-vote-20260708142507718,Clacton by-election: Count Binface Vote %,True,5,0.915,0.852,0.04946,0.046604,0.03554,-0.194604,buy_all_yes,750.73,2.7e-05,True,politics_fees,True,18257.05
2026-07-13T07:08:59Z,where-will-the-next-next-round-of-us-iran-peace-talks-beptptpt-20260623023740663,Where will the next next round of US-Iran peace talks be...?,True,19,0.99,,0.0,,0.01,,buy_all_yes,36.13,0.003227,True,,False,20979.81
2026-07-13T07:09:00Z,clacton-by-election-count-binface-vote-20260708142507718,Clacton by-election: Count Binface Vote %,True,5,0.915,0.852,0.04946,0.046604,0.03554,-0.194604,buy_all_yes,716.26,0.001272,True,politics_fees,True,18168.16
2026-07-13T07:24:41Z,where-will-the-next-next-round-of-us-iran-peace-talks-beptptpt-20260623023740663,Where will the next next round of US-Iran peace talks be...?,True,19,0.99,,0.0,,0.01,,buy_all_yes,31.72,0.003636,True,,False,20910.59
2026-07-13T07:24:42Z,clacton-by-election-count-binface-vote-20260708142507718,Clacton by-election: Count Binface Vote %,True,5,0.915,0.852,0.04946,0.046604,0.03554,-0.194604,buy_all_yes,786.04,0.005504,True,politics_fees,True,18168.16
2026-07-13T08:24:34Z,where-will-the-next-next-round-of-us-iran-peace-talks-beptptpt-20260623023740663,Where will the next next round of US-Iran peace talks be...?,True,19,0.982,,0.0,,0.018,,buy_all_yes,46.81,0.000737,True,,False,20536.64
2026-07-13T08:24:36Z,clacton-by-election-count-binface-vote-20260708142507718,Clacton by-election: Count Binface Vote %,True,5,0.917,0.852,0.049573,0.046604,0.033427,-0.194604,buy_all_yes,613.35,0.006183,True,politics_fees,True,18187.16
2026-07-13T08:40:24Z,where-will-the-next-next-round-of-us-iran-peace-talks-beptptpt-20260623023740663,Where will the next next round of US-Iran peace talks be...?,True,19,0.994,,0.0,,0.006,,buy_all_yes,31.76,0.00266,True,,False,20480.65
2026-07-13T08:56:16Z,fed-decisions-juloct-20260617191209856,Fed decisions (Jul–Oct),True,9,0.902,,0.035209,,0.062791,,buy_all_yes,1980.04,0.003901,True,economics_fees,True,33043.52
2026-07-13T08:56:19Z,clacton-by-election-count-binface-vote-20260708142507718,Clacton by-election: Count Binface Vote %,True,5,0.917,0.852,0.049573,0.046604,0.033427,-0.194604,buy_all_yes,652.56,0.005422,True,politics_fees,True,18187.16
2026-07-13T09:11:50Z,fed-decisions-juloct-20260617191209856,Fed decisions (Jul–Oct),True,9,0.905,,0.035794,,0.059206,,buy_all_yes,1604.54,0.002551,True,economics_fees,True,34375.9
2026-07-13T09:11:52Z,clacton-by-election-count-binface-vote-20260708142507718,Clacton by-election: Count Binface Vote %,True,5,0.917,0.854,0.049573,0.046721,0.033427,-0.192721,buy_all_yes,559.34,0.012349,True,politics_fees,True,18176.05
2026-07-13T09:27:23Z,fed-decisions-juloct-20260617191209856,Fed decisions (Jul–Oct),True,9,0.905,,0.035794,,0.059206,,buy_all_yes,1106.6,0.00055,True,economics_fees,True,34375.9
2026-07-13T09:27:25Z,clacton-by-election-count-binface-vote-20260708142507718,Clacton by-election: Count Binface Vote %,True,5,0.917,0.856,0.049573,0.046837,0.033427,-0.190837,buy_all_yes,487.05,0.004491,True,politics_fees,True,18176.05
2026-07-13T09:42:55Z,fed-decisions-juloct-20260617191209856,Fed decisions (Jul–Oct),True,9,0.941,,0.037825,,0.021175,,buy_all_yes,1377.66,0.000532,True,economics_fees,True,36830.13
2026-07-13T09:42:57Z,clacton-by-election-count-binface-vote-20260708142507718,Clacton by-election: Count Binface Vote %,True,5,0.917,0.856,0.049573,0.046837,0.033427,-0.190837,buy_all_yes,352.44,0.018653,True,politics_fees,True,18269.17
2026-07-13T09:42:59Z,which-month-will-strait-of-hormuz-traffic-return-to-normal-20260702155718114,Which month will Strait of Hormuz traffic return to normal?,True,7,0.997,0.812,0.0,0.0,0.003,-0.188,buy_all_yes,10.8,0.003,True,,False,16496.46
2026-07-13T09:58:30Z,fed-decisions-juloct-20260617191209856,Fed decisions (Jul–Oct),True,9,0.947,,0.038208,,0.014792,,buy_all_yes,683.02,0.00697,True,economics_fees,True,36830.13
2026-07-13T09:58:31Z,clacton-by-election-count-binface-vote-20260708142507718,Clacton by-election: Count Binface Vote %,True,5,0.917,0.856,0.049573,0.046837,0.033427,-0.190837,buy_all_yes,753.57,0.003404,True,politics_fees,True,18269.17
2026-07-13T09:58:33Z,which-month-will-strait-of-hormuz-traffic-return-to-normal-20260702155718114,Which month will Strait of Hormuz traffic return to normal?,True,7,0.987,0.812,0.0,0.0,0.013,-0.188,buy_all_yes,30.56,0.001206,True,,False,16463.81
2026-07-13T10:14:04Z,fed-decisions-juloct-20260617191209856,Fed decisions (Jul–Oct),True,9,0.947,,0.038208,,0.014792,,buy_all_yes,744.75,0.005133,True,economics_fees,True,36830.13
2026-07-13T10:14:06Z,clacton-by-election-count-binface-vote-20260708142507718,Clacton by-election: Count Binface Vote %,True,5,0.917,0.856,0.049573,0.046837,0.033427,-0.190837,buy_all_yes,724.87,0.002406,True,politics_fees,True,18305.14
2026-07-13T10:29:37Z,fed-decisions-juloct-20260617191209856,Fed decisions (Jul–Oct),True,9,0.947,,0.038208,,0.014792,,buy_all_yes,1116.27,0.001178,True,economics_fees,True,36830.13
2026-07-13T10:29:39Z,clacton-by-election-count-binface-vote-20260708142507718,Clacton by-election: Count Binface Vote %,True,5,0.917,0.856,0.049573,0.046837,0.033427,-0.190837,buy_all_yes,845.7,0.000509,True,politics_fees,True,18349.27
2026-07-13T10:45:10Z,fed-decisions-juloct-20260617191209856,Fed decisions (Jul–Oct),True,9,0.947,,0.038208,,0.014792,,buy_all_yes,744.75,0.005133,True,economics_fees,True,36830.13
2026-07-13T10:45:12Z,clacton-by-election-count-binface-vote-20260708142507718,Clacton by-election: Count Binface Vote %,True,5,0.917,0.857,0.049573,0.046895,0.033427,-0.189895,buy_all_yes,578.45,0.007031,True,politics_fees,True,18329.27
2026-07-13T11:00:42Z,fed-decisions-juloct-20260617191209856,Fed decisions (Jul–Oct),True,9,0.947,,0.038208,,0.014792,,buy_all_yes,743.94,0.006213,True,economics_fees,True,36830.13
2026-07-13T11:00:45Z,clacton-by-election-count-binface-vote-20260708142507718,Clacton by-election: Count Binface Vote %,True,5,0.917,0.855,0.049573,0.046779,0.033427,-0.191779,buy_all_yes,765.59,0.00306,True,politics_fees,True,18329.27
2026-07-13T11:16:16Z,fed-decisions-juloct-20260617191209856,Fed decisions (Jul–Oct),True,9,0.947,,0.038208,,0.014792,,buy_all_yes,743.94,0.006213,True,economics_fees,True,36830.13
2026-07-13T11:16:18Z,clacton-by-election-count-binface-vote-20260708142507718,Clacton by-election: Count Binface Vote %,True,5,0.917,0.854,0.049573,0.046721,0.033427,-0.192721,buy_all_yes,517.68,0.004675,True,politics_fees,True,18324.27
2026-07-13T11:31:49Z,fed-decisions-juloct-20260617191209856,Fed decisions (Jul–Oct),True,9,0.947,,0.038208,,0.014792,,buy_all_yes,1115.49,0.001881,True,economics_fees,True,36825.13
2026-07-13T11:31:51Z,clacton-by-election-count-binface-vote-20260708142507718,Clacton by-election: Count Binface Vote %,True,5,0.907,0.842,0.049328,0.046345,0.043672,-0.204345,buy_all_yes,705.26,0.003333,True,politics_fees,True,18732.83
2026-07-13T11:47:22Z,fed-decisions-juloct-20260617191209856,Fed decisions (Jul–Oct),True,9,0.947,,0.038208,,0.014792,,buy_all_yes,1114.98,0.002337,True,economics_fees,True,36825.13
2026-07-13T11:47:24Z,clacton-by-election-count-binface-vote-20260708142507718,Clacton by-election: Count Binface Vote %,True,5,0.907,0.842,0.049328,0.046345,0.043672,-0.204345,buy_all_yes,708.55,0.008603,True,politics_fees,True,19214.7
2026-07-13T12:02:53Z,fed-decisions-juloct-20260617191209856,Fed decisions (Jul–Oct),True,9,0.947,,0.038208,,0.014792,,buy_all_yes,1248.35,0.001964,True,economics_fees,True,36825.13
2026-07-13T12:02:55Z,clacton-by-election-count-binface-vote-20260708142507718,Clacton by-election: Count Binface Vote %,True,5,0.907,0.844,0.049328,0.046462,0.043672,-0.202462,buy_all_yes,922.49,0.00047,True,politics_fees,True,19214.7
2026-07-13T12:18:25Z,fed-decisions-juloct-20260617191209856,Fed decisions (Jul–Oct),True,9,0.947,,0.038208,,0.014792,,buy_all_yes,1118.78,0.00078,True,economics_fees,True,36825.13
2026-07-13T12:18:27Z,clacton-by-election-count-binface-vote-20260708142507718,Clacton by-election: Count Binface Vote %,True,5,0.907,0.843,0.049328,0.046404,0.043672,-0.203404,buy_all_yes,572.41,0.013264,True,politics_fees,True,19214.7
2026-07-13T12:33:57Z,clacton-by-election-count-binface-vote-20260708142507718,Clacton by-election: Count Binface Vote %,True,5,0.907,0.845,0.049328,0.04652,0.043672,-0.20152,buy_all_yes,573.86,0.010772,True,politics_fees,True,19214.7
2026-07-13T12:49:28Z,clacton-by-election-count-binface-vote-20260708142507718,Clacton by-election: Count Binface Vote %,True,5,0.907,0.843,0.049328,0.046404,0.043672,-0.203404,buy_all_yes,943.22,0.000145,True,politics_fees,True,19213.38
2026-07-13T13:04:59Z,clacton-by-election-count-binface-vote-20260708142507718,Clacton by-election: Count Binface Vote %,True,5,0.907,0.843,0.049328,0.046404,0.043672,-0.203404,buy_all_yes,885.46,0.000517,True,politics_fees,True,19213.38
2026-07-13T13:20:30Z,clacton-by-election-count-binface-vote-20260708142507718,Clacton by-election: Count Binface Vote %,True,5,0.907,0.86,0.049328,0.047236,0.043672,-0.187236,buy_all_yes,603.58,0.010897,True,politics_fees,True,19230.38
2026-07-13T13:35:59Z,clacton-by-election-count-binface-vote-20260708142507718,Clacton by-election: Count Binface Vote %,True,5,0.907,0.86,0.049328,0.047236,0.043672,-0.187236,buy_all_yes,637.94,0.006494,True,politics_fees,True,19230.38
2026-07-13T18:33:42Z,uel-ftc-vns-2026-07-16,Ferencvárosi TC vs. FK Vojvodina Novi Sad,True,3,0.97,0.93,0.023765,0.022835,0.006235,-0.092835,buy_all_yes,1.23,0.006235,True,sports_fees_v2,True,14716.25
2026-07-13T18:49:44Z,uel-ftc-vns-2026-07-16,Ferencvárosi TC vs. FK Vojvodina Novi Sad,True,3,0.97,0.94,0.023765,0.02322,0.006235,-0.08322,buy_all_yes,1.23,0.006235,True,sports_fees_v2,True,14838.61
2026-07-13T20:26:53Z,where-will-the-next-next-round-of-us-iran-peace-talks-beptptpt-20260623023740663,Where will the next next round of US-Iran peace talks be...?,True,19,0.963,,0.0,,0.037,,buy_all_yes,82.84,0.003071,True,,False,33788.92
2026-07-14T01:00:47Z,avgpt-of-ships-transiting-strait-of-hormuz-end-of-july-20260626153158273,Avg. # of ships transiting Strait of Hormuz end of July?,True,5,0.983,0.946,0.0,0.0,0.017,-0.054,buy_all_yes,154.38,0.004072,True,,False,18050.52
2026-07-14T01:16:49Z,avgpt-of-ships-transiting-strait-of-hormuz-end-of-july-20260626153158273,Avg. # of ships transiting Strait of Hormuz end of July?,True,5,0.983,0.946,0.0,0.0,0.017,-0.054,buy_all_yes,154.38,0.004072,True,,False,18050.52
2026-07-14T01:32:51Z,avgpt-of-ships-transiting-strait-of-hormuz-end-of-july-20260626153158273,Avg. # of ships transiting Strait of Hormuz end of July?,True,5,0.983,0.946,0.0,0.0,0.017,-0.054,buy_all_yes,204.58,0.002103,True,,False,18055.52
2026-07-14T02:36:58Z,highest-temperature-in-shenzhen-on-july-14-2026,Highest temperature in Shenzhen on July 14?,True,11,0.942,,0.049394,,0.008606,,buy_all_yes,0.0,0.0,True,weather_fees,True,37701.67
2026-07-14T03:25:03Z,fed-decisions-jun-sep,Fed decisions (Jun-Sep),True,5,0.942,0.833,0.033558,0.030231,0.024442,-0.197231,buy_all_yes,169.62,0.002562,True,economics_fees,True,26508.38
2026-07-14T03:41:06Z,fed-decisions-jun-sep,Fed decisions (Jun-Sep),True,5,0.942,0.863,0.033558,0.031302,0.024442,-0.168302,buy_all_yes,52.13,0.002577,True,economics_fees,True,26538.38
2026-07-14T03:57:09Z,fed-decisions-jun-sep,Fed decisions (Jun-Sep),True,5,0.943,0.913,0.033628,0.032807,0.023372,-0.119807,buy_all_yes,360.23,0.001348,True,economics_fees,True,26538.38
2026-07-14T04:13:11Z,fed-decisions-jun-sep,Fed decisions (Jun-Sep),True,5,0.942,0.913,0.033558,0.032807,0.024442,-0.119807,buy_all_yes,324.25,1.4e-05,True,economics_fees,True,26538.38
2026-07-14T06:21:32Z,highest-temperature-in-moscow-on-july-14-2026,Highest temperature in Moscow on July 14?,True,11,0.929,,0.043569,,0.027431,,buy_all_yes,0.02,0.027431,True,weather_fees,True,15812.19
2026-07-14T07:11:08Z,ecb-interest-rates-july-2026,ECB Interest Rates: July 2026,True,5,0.992,,0.005779,,0.002221,,buy_all_yes,24.94,0.002221,True,economics_fees,True,28539.07
2026-07-14T07:27:10Z,ecb-interest-rates-july-2026,ECB Interest Rates: July 2026,True,5,0.991,,0.005714,,0.003286,,buy_all_yes,24.92,0.003286,True,economics_fees,True,28506.0
2026-07-14T07:43:13Z,ecb-interest-rates-july-2026,ECB Interest Rates: July 2026,True,5,0.991,,0.005714,,0.003286,,buy_all_yes,24.92,0.003286,True,economics_fees,True,28506.0
2026-07-14T07:59:17Z,ecb-interest-rates-july-2026,ECB Interest Rates: July 2026,True,5,0.991,,0.005714,,0.003286,,buy_all_yes,0.0,0.0,True,economics_fees,True,28506.0
2026-07-14T08:25:19Z,ecb-interest-rates-july-2026,ECB Interest Rates: July 2026,True,5,0.99,,0.00552,,0.00448,,buy_all_yes,24.92,0.003133,True,economics_fees,True,28606.22
2026-07-14T08:41:22Z,ecb-interest-rates-july-2026,ECB Interest Rates: July 2026,True,5,0.99,,0.00552,,0.00448,,buy_all_yes,24.92,0.003133,True,economics_fees,True,28503.45
2026-07-14T08:58:09Z,ecb-interest-rates-july-2026,ECB Interest Rates: July 2026,True,5,0.99,,0.00552,,0.00448,,buy_all_yes,24.92,0.003133,True,economics_fees,True,28503.45
2026-07-14T09:14:13Z,ecb-interest-rates-july-2026,ECB Interest Rates: July 2026,True,5,0.99,,0.00552,,0.00448,,buy_all_yes,24.89,0.004226,True,economics_fees,True,28503.45
2026-07-14T09:30:16Z,ecb-interest-rates-july-2026,ECB Interest Rates: July 2026,True,5,0.989,,0.005583,,0.005417,,buy_all_yes,24.99,0.000208,True,economics_fees,True,28426.44
2026-07-14T09:46:18Z,ecb-interest-rates-july-2026,ECB Interest Rates: July 2026,True,5,0.989,,0.005583,,0.005417,,buy_all_yes,12.28,0.005417,True,economics_fees,True,28457.28
2026-07-14T10:02:19Z,ecb-interest-rates-july-2026,ECB Interest Rates: July 2026,True,5,0.989,,0.005583,,0.005417,,buy_all_yes,12.28,0.005417,True,economics_fees,True,28457.28
2026-07-14T10:18:22Z,ecb-interest-rates-july-2026,ECB Interest Rates: July 2026,True,5,0.989,,0.005583,,0.005417,,buy_all_yes,12.28,0.005417,True,economics_fees,True,27556.28
2026-07-14T10:34:26Z,ecb-interest-rates-july-2026,ECB Interest Rates: July 2026,True,5,0.989,,0.005583,,0.005417,,buy_all_yes,24.86,0.005417,True,economics_fees,True,26755.8
2026-07-14T10:55:09Z,bitcoin-price-on-july-14-2026,Bitcoin price on July 14?,True,11,0.974,,0.022441,,0.003559,,buy_all_yes,0.0,0.0,True,crypto_fees_v2,True,68249.3
2026-07-14T10:55:11Z,ecb-interest-rates-july-2026,ECB Interest Rates: July 2026,True,5,0.989,,0.005583,,0.005417,,buy_all_yes,24.86,0.005417,True,economics_fees,True,26687.22
2026-07-14T11:14:46Z,ecb-interest-rates-july-2026,ECB Interest Rates: July 2026,True,5,0.989,,0.005583,,0.005417,,buy_all_yes,40.97,0.00067,True,economics_fees,True,26687.22
2026-07-14T11:28:57Z,ecb-interest-rates-july-2026,ECB Interest Rates: July 2026,True,5,0.989,,0.005583,,0.005417,,buy_all_yes,0.0,0.0,True,economics_fees,True,26687.22
2026-07-14T12:01:53Z,ecb-interest-rates-july-2026,ECB Interest Rates: July 2026,True,5,0.989,,0.005583,,0.005417,,buy_all_yes,24.86,0.005417,True,economics_fees,True,26937.78
2026-07-14T12:18:23Z,ecb-interest-rates-july-2026,ECB Interest Rates: July 2026,True,5,0.989,,0.005583,,0.005417,,buy_all_yes,24.86,0.005417,True,economics_fees,True,26897.78
2026-07-14T12:34:54Z,next-leader-out-of-power-before-2027-no-orban,Next leader out of power before 2027? (No Orban),True,24,0.996,,0.0,,0.004,,buy_all_yes,59.99,0.001582,True,,False,547451.11
2026-07-14T12:34:58Z,ecb-interest-rates-july-2026,ECB Interest Rates: July 2026,True,5,0.989,,0.005583,,0.005417,,buy_all_yes,24.86,0.005417,True,economics_fees,True,26882.08
2026-07-14T12:51:21Z,next-leader-out-of-power-before-2027-no-orban,Next leader out of power before 2027? (No Orban),True,24,0.996,,0.0,,0.004,,buy_all_yes,85.14,0.000527,True,,False,551314.13
2026-07-14T13:58:10Z,fed-decision-in-october-20260617190323537,Fed Decision in October?,True,5,0.954,0.912,0.036441,0.035618,0.009559,-0.123618,buy_all_yes,28.52,0.002304,True,economics_fees,True,20892.66
2026-07-14T15:04:02Z,fed-decision-in-october-20260617190323537,Fed Decision in October?,True,5,0.955,0.903,0.037027,0.035806,0.007973,-0.132806,buy_all_yes,19.9,0.005066,True,economics_fees,True,21290.94
2026-07-14T15:20:31Z,fed-decision-in-october-20260617190323537,Fed Decision in October?,True,5,0.953,0.907,0.037706,0.03657,0.009294,-0.12957,buy_all_yes,0.0,0.0,True,economics_fees,True,21761.72
2026-07-14T17:48:48Z,highest-temperature-in-dallas-on-july-14-2026,Highest temperature in Dallas on July 14?,True,11,0.94,,0.040435,,0.019565,,buy_all_yes,0.0,0.0,True,weather_fees,True,28620.54
2026-07-14T19:11:14Z,ecb-interest-rates-july-2026,ECB Interest Rates: July 2026,True,5,0.99,,0.002747,,0.007253,,buy_all_yes,41.99,0.00034,True,economics_fees,True,24614.03
2026-07-14T19:30:36Z,highest-temperature-in-san-francisco-on-july-14-2026,Highest temperature in San Francisco on July 14?,True,11,0.939,,0.048151,,0.012849,,buy_all_yes,0.0,0.0,True,weather_fees,True,50238.87
2026-07-14T19:30:39Z,ecb-interest-rates-july-2026,ECB Interest Rates: July 2026,True,5,0.99,,0.002747,,0.007253,,buy_all_yes,41.99,0.00034,True,economics_fees,True,24616.08
2026-07-14T19:47:09Z,ecb-interest-rates-july-2026,ECB Interest Rates: July 2026,True,5,0.99,,0.002747,,0.007253,,buy_all_yes,41.99,0.00034,True,economics_fees,True,24616.08
2026-07-14T20:03:39Z,ecb-interest-rates-july-2026,ECB Interest Rates: July 2026,True,5,0.99,,0.002747,,0.007253,,buy_all_yes,41.99,0.00034,True,economics_fees,True,24616.08
2026-07-14T20:20:10Z,ecb-interest-rates-july-2026,ECB Interest Rates: July 2026,True,5,0.99,,0.002747,,0.007253,,buy_all_yes,41.99,0.00034,True,economics_fees,True,24616.08
2026-07-14T20:36:40Z,ecb-interest-rates-july-2026,ECB Interest Rates: July 2026,True,5,0.99,,0.002747,,0.007253,,buy_all_yes,41.99,0.00034,True,economics_fees,True,24616.08
2026-07-14T20:53:12Z,ecb-interest-rates-july-2026,ECB Interest Rates: July 2026,True,5,0.99,,0.002747,,0.007253,,buy_all_yes,41.99,0.00034,True,economics_fees,True,24616.08
2026-07-14T21:10:03Z,ecb-interest-rates-july-2026,ECB Interest Rates: July 2026,True,5,0.99,,0.002747,,0.007253,,buy_all_yes,41.99,0.00034,True,economics_fees,True,24616.08
2026-07-14T21:26:34Z,ecb-interest-rates-july-2026,ECB Interest Rates: July 2026,True,5,0.99,,0.002747,,0.007253,,buy_all_yes,41.99,0.00034,True,economics_fees,True,24616.08
2026-07-14T21:43:02Z,ecb-interest-rates-july-2026,ECB Interest Rates: July 2026,True,5,0.99,,0.002747,,0.007253,,buy_all_yes,24.82,0.007253,True,economics_fees,True,24616.08
2026-07-14T21:59:31Z,ecb-interest-rates-july-2026,ECB Interest Rates: July 2026,True,5,0.988,,0.003149,,0.008851,,buy_all_yes,36.14,0.001916,True,economics_fees,True,26595.39
2026-07-14T22:16:02Z,ecb-interest-rates-july-2026,ECB Interest Rates: July 2026,True,5,0.988,,0.003149,,0.008851,,buy_all_yes,36.09,0.003236,True,economics_fees,True,26595.39
2026-07-15T05:09:55Z,core-cpi-mom-july-2026-20260705181328287,Core CPI MoM - July 2026,True,7,0.922,,0.044308,,0.033692,,buy_all_yes,49.33,0.013365,True,economics_fees,True,17865.0
2026-07-15T05:59:30Z,lowest-temperature-in-seoul-on-july-15-2026,Lowest temperature in Seoul on July 15?,True,11,0.993,,0.004577,,0.002423,,buy_all_yes,0.17,0.002423,True,weather_fees,True,23462.43
