scenario,scenario_description,commence_time,home_team,away_team,raw_pick,leader_mc_pick,switched,raw_ev_full_matrix,leader_mc_ev_full_matrix,ev_loss,risk_tier,confidence_tier
exact_chase_heavy,Chasers overweight modal and top exact scorelines.,2026-06-22T21:00:00Z,France,Iraq,3-0,3-0,False,1.336377,1.336377,0.0,low,medium
exact_chase_heavy,Chasers overweight modal and top exact scorelines.,2026-06-23T00:00:00Z,Norway,Senegal,2-1,2-1,False,0.708144,0.708144,0.0,high,medium
exact_chase_heavy,Chasers overweight modal and top exact scorelines.,2026-06-23T03:00:00Z,Jordan,Algeria,0-2,0-2,False,1.011151,1.011151,0.0,medium,medium
exact_chase_heavy,Chasers overweight modal and top exact scorelines.,2026-06-23T17:00:00Z,Portugal,Uzbekistan,2-0,2-0,False,1.256071,1.256071,0.0,low,strong
exact_chase_heavy,Chasers overweight modal and top exact scorelines.,2026-06-23T20:00:00Z,England,Ghana,2-0,2-0,False,1.260636,1.260636,0.0,low,strong
exact_chase_heavy,Chasers overweight modal and top exact scorelines.,2026-06-23T23:00:00Z,Panama,Croatia,0-2,0-2,False,1.045387,1.045387,0.0,medium,medium
exact_chase_heavy,Chasers overweight modal and top exact scorelines.,2026-06-24T02:00:00Z,Colombia,DR Congo,2-0,2-0,False,1.097002,1.097002,0.0,medium,medium
exact_chase_heavy,Chasers overweight modal and top exact scorelines.,2026-06-24T19:00:00Z,Bosnia & Herzegovina,Qatar,2-0,2-0,False,1.046778,1.046778,0.0,low,strong
exact_chase_heavy,Chasers overweight modal and top exact scorelines.,2026-06-24T19:00:00Z,Switzerland,Canada,2-1,2-1,False,0.688901,0.688901,0.0,high,fragile
exact_chase_heavy,Chasers overweight modal and top exact scorelines.,2026-06-24T22:00:00Z,Scotland,Brazil,0-2,0-2,False,1.125956,1.125956,0.0,low,strong
exact_chase_heavy,Chasers overweight modal and top exact scorelines.,2026-06-24T22:00:00Z,Morocco,Haiti,2-0,2-0,False,1.233649,1.233649,0.0,low,strong
exact_chase_heavy,Chasers overweight modal and top exact scorelines.,2026-06-25T01:00:00Z,Czech Republic,Mexico,0-2,0-2,False,0.769602,0.769602,0.0,high,fragile
exact_chase_heavy,Chasers overweight modal and top exact scorelines.,2026-06-25T01:00:00Z,South Africa,South Korea,0-2,0-2,False,0.997348,0.997348,0.0,medium,medium
exact_chase_heavy,Chasers overweight modal and top exact scorelines.,2026-06-25T20:00:00Z,Curacao,Ivory Coast,0-2,0-2,False,1.259502,1.259502,0.0,low,medium
exact_chase_heavy,Chasers overweight modal and top exact scorelines.,2026-06-25T20:00:00Z,Ecuador,Germany,0-2,0-2,False,0.931835,0.931835,0.0,medium,medium
exact_chase_heavy,Chasers overweight modal and top exact scorelines.,2026-06-25T23:00:00Z,Japan,Sweden,2-1,2-1,False,0.74322,0.74322,0.0,high,fragile
exact_chase_heavy,Chasers overweight modal and top exact scorelines.,2026-06-25T23:00:00Z,Tunisia,Netherlands,0-2,0-2,False,1.15665,1.15665,0.0,low,strong
exact_chase_heavy,Chasers overweight modal and top exact scorelines.,2026-06-26T02:00:00Z,Paraguay,Australia,1-0,1-0,False,0.736789,0.736789,0.0,high,medium
exact_chase_heavy,Chasers overweight modal and top exact scorelines.,2026-06-26T02:00:00Z,Turkey,United States,1-2,1-2,False,0.741987,0.741987,0.0,high,medium
exact_chase_heavy,Chasers overweight modal and top exact scorelines.,2026-06-26T19:00:00Z,Norway,France,0-2,0-2,False,0.864981,0.864981,0.0,high,fragile
exact_chase_heavy,Chasers overweight modal and top exact scorelines.,2026-06-26T19:00:00Z,Senegal,Iraq,2-0,2-0,False,1.217109,1.217109,0.0,low,strong
exact_chase_heavy,Chasers overweight modal and top exact scorelines.,2026-06-27T00:00:00Z,Cape Verde,Saudi Arabia,1-2,1-2,False,0.664832,0.664832,0.0,high,medium
exact_chase_heavy,Chasers overweight modal and top exact scorelines.,2026-06-27T00:00:00Z,Uruguay,Spain,0-2,0-2,False,1.017912,1.017912,0.0,medium,medium
exact_chase_heavy,Chasers overweight modal and top exact scorelines.,2026-06-27T03:00:00Z,New Zealand,Belgium,0-2,0-2,False,1.234968,1.234968,0.0,low,strong
exact_chase_heavy,Chasers overweight modal and top exact scorelines.,2026-06-27T03:00:00Z,Egypt,Iran,2-0,2-0,False,0.785233,0.785233,0.0,high,fragile
exact_chase_heavy,Chasers overweight modal and top exact scorelines.,2026-06-27T21:00:00Z,Croatia,Ghana,2-0,2-0,False,0.993154,0.993154,0.0,medium,medium
exact_chase_heavy,Chasers overweight modal and top exact scorelines.,2026-06-27T21:00:00Z,Panama,England,0-2,0-2,False,1.194401,1.194401,0.0,low,strong
exact_chase_heavy,Chasers overweight modal and top exact scorelines.,2026-06-27T23:30:00Z,Colombia,Portugal,0-2,0-2,False,0.767718,0.767718,0.0,high,fragile
exact_chase_heavy,Chasers overweight modal and top exact scorelines.,2026-06-27T23:30:00Z,DR Congo,Uzbekistan,2-1,2-1,False,0.746708,0.746708,0.0,high,fragile
exact_chase_heavy,Chasers overweight modal and top exact scorelines.,2026-06-28T02:00:00Z,Algeria,Austria,1-2,1-2,False,0.672888,0.672888,0.0,high,fragile
exact_chase_heavy,Chasers overweight modal and top exact scorelines.,2026-06-28T02:00:00Z,Jordan,Argentina,0-2,0-2,False,1.213643,1.213643,0.0,low,strong
goals_plus_5pct,Model total-goals expectation tilted 5 percent higher.,2026-06-20T17:00:00Z,Netherlands,Sweden,2-0,2-0,False,0.887742,0.887742,0.0,medium,medium
goals_plus_5pct,Model total-goals expectation tilted 5 percent higher.,2026-06-20T20:00:00Z,Germany,Ivory Coast,2-0,2-0,False,0.967903,0.967903,0.0,medium,medium
goals_plus_5pct,Model total-goals expectation tilted 5 percent higher.,2026-06-21T00:00:00Z,Ecuador,Curacao,2-0,3-0,True,1.307935,1.316092,0.0,low,medium
goals_plus_5pct,Model total-goals expectation tilted 5 percent higher.,2026-06-21T04:00:00Z,Tunisia,Japan,0-2,0-2,False,1.035815,1.035815,0.0,medium,medium
goals_plus_5pct,Model total-goals expectation tilted 5 percent higher.,2026-06-21T16:00:00Z,Spain,Saudi Arabia,3-0,3-0,False,1.331779,1.331779,0.0,low,medium
goals_plus_5pct,Model total-goals expectation tilted 5 percent higher.,2026-06-21T19:00:00Z,Belgium,Iran,2-0,2-0,False,1.104685,1.104685,0.0,low,strong
goals_plus_5pct,Model total-goals expectation tilted 5 percent higher.,2026-06-21T22:00:00Z,Uruguay,Cape Verde,2-0,2-0,False,1.133161,1.133161,0.0,low,strong
goals_plus_5pct,Model total-goals expectation tilted 5 percent higher.,2026-06-22T01:00:00Z,New Zealand,Egypt,0-2,0-2,False,1.009601,1.009601,0.0,medium,medium
goals_plus_5pct,Model total-goals expectation tilted 5 percent higher.,2026-06-22T17:00:00Z,Argentina,Austria,2-0,2-0,False,1.012421,1.012421,0.0,medium,medium
goals_plus_5pct,Model total-goals expectation tilted 5 percent higher.,2026-06-22T21:00:00Z,France,Iraq,3-0,3-0,False,1.333842,1.333842,0.0,low,medium
goals_plus_5pct,Model total-goals expectation tilted 5 percent higher.,2026-06-23T00:00:00Z,Norway,Senegal,2-1,2-1,False,0.714275,0.714275,0.0,high,medium
goals_plus_5pct,Model total-goals expectation tilted 5 percent higher.,2026-06-23T03:00:00Z,Jordan,Algeria,0-2,0-2,False,1.011258,1.011258,0.0,medium,medium
goals_plus_5pct,Model total-goals expectation tilted 5 percent higher.,2026-06-23T17:00:00Z,Portugal,Uzbekistan,2-0,2-0,False,1.244852,1.244852,0.0,low,strong
goals_plus_5pct,Model total-goals expectation tilted 5 percent higher.,2026-06-23T20:00:00Z,England,Ghana,2-0,2-0,False,1.251781,1.251781,0.0,low,strong
goals_plus_5pct,Model total-goals expectation tilted 5 percent higher.,2026-06-23T23:00:00Z,Panama,Croatia,0-2,0-2,False,1.046136,1.046136,0.0,medium,medium
goals_plus_5pct,Model total-goals expectation tilted 5 percent higher.,2026-06-24T02:00:00Z,Colombia,DR Congo,2-0,2-0,False,1.100089,1.100089,0.0,medium,medium
goals_plus_5pct,Model total-goals expectation tilted 5 percent higher.,2026-06-24T19:00:00Z,Bosnia & Herzegovina,Qatar,2-0,2-0,False,1.041033,1.041033,0.0,low,strong
goals_plus_5pct,Model total-goals expectation tilted 5 percent higher.,2026-06-24T19:00:00Z,Switzerland,Canada,2-1,2-1,False,0.696784,0.696784,0.0,high,fragile
goals_plus_5pct,Model total-goals expectation tilted 5 percent higher.,2026-06-24T22:00:00Z,Scotland,Brazil,0-2,0-2,False,1.123624,1.123624,0.0,low,strong
goals_plus_5pct,Model total-goals expectation tilted 5 percent higher.,2026-06-24T22:00:00Z,Morocco,Haiti,2-0,2-0,False,1.222171,1.222171,0.0,low,strong
goals_plus_5pct,Model total-goals expectation tilted 5 percent higher.,2026-06-25T01:00:00Z,Czech Republic,Mexico,0-2,0-2,False,0.770733,0.770733,0.0,high,fragile
goals_plus_5pct,Model total-goals expectation tilted 5 percent higher.,2026-06-25T01:00:00Z,South Africa,South Korea,0-2,0-2,False,0.99872,0.99872,0.0,medium,medium
goals_plus_5pct,Model total-goals expectation tilted 5 percent higher.,2026-06-25T20:00:00Z,Curacao,Ivory Coast,0-2,0-2,False,1.242983,1.242983,0.0,low,medium
goals_plus_5pct,Model total-goals expectation tilted 5 percent higher.,2026-06-25T20:00:00Z,Ecuador,Germany,0-2,0-2,False,0.931877,0.931877,0.0,medium,medium
goals_plus_5pct,Model total-goals expectation tilted 5 percent higher.,2026-06-25T23:00:00Z,Japan,Sweden,2-1,2-1,False,0.750675,0.750675,0.0,high,fragile
goals_plus_5pct,Model total-goals expectation tilted 5 percent higher.,2026-06-25T23:00:00Z,Tunisia,Netherlands,0-2,0-2,False,1.1503,1.1503,0.0,low,strong
goals_plus_5pct,Model total-goals expectation tilted 5 percent higher.,2026-06-26T02:00:00Z,Paraguay,Australia,1-0,1-0,False,0.731626,0.731626,0.0,high,medium
goals_plus_5pct,Model total-goals expectation tilted 5 percent higher.,2026-06-26T02:00:00Z,Turkey,United States,1-2,1-2,False,0.746202,0.746202,0.0,high,medium
goals_plus_5pct,Model total-goals expectation tilted 5 percent higher.,2026-06-26T19:00:00Z,Norway,France,0-2,0-2,False,0.864153,0.864153,0.0,high,fragile
goals_plus_5pct,Model total-goals expectation tilted 5 percent higher.,2026-06-26T19:00:00Z,Senegal,Iraq,2-0,2-0,False,1.214562,1.214562,0.0,low,strong
goals_plus_5pct,Model total-goals expectation tilted 5 percent higher.,2026-06-27T00:00:00Z,Cape Verde,Saudi Arabia,1-2,1-2,False,0.670537,0.670537,0.0,high,medium
goals_plus_5pct,Model total-goals expectation tilted 5 percent higher.,2026-06-27T00:00:00Z,Uruguay,Spain,0-2,0-2,False,1.017094,1.017094,0.0,medium,medium
goals_plus_5pct,Model total-goals expectation tilted 5 percent higher.,2026-06-27T03:00:00Z,New Zealand,Belgium,0-2,0-2,False,1.226854,1.226854,0.0,low,strong
goals_plus_5pct,Model total-goals expectation tilted 5 percent higher.,2026-06-27T03:00:00Z,Egypt,Iran,2-0,2-0,False,0.787998,0.787998,0.0,high,fragile
goals_plus_5pct,Model total-goals expectation tilted 5 percent higher.,2026-06-27T21:00:00Z,Croatia,Ghana,2-0,2-0,False,0.994829,0.994829,0.0,medium,medium
goals_plus_5pct,Model total-goals expectation tilted 5 percent higher.,2026-06-27T21:00:00Z,Panama,England,0-2,0-2,False,1.185517,1.185517,0.0,low,strong
goals_plus_5pct,Model total-goals expectation tilted 5 percent higher.,2026-06-27T23:30:00Z,Colombia,Portugal,0-2,0-2,False,0.768317,0.768317,0.0,high,fragile
goals_plus_5pct,Model total-goals expectation tilted 5 percent higher.,2026-06-27T23:30:00Z,DR Congo,Uzbekistan,2-1,2-1,False,0.75433,0.75433,0.0,high,fragile
goals_plus_5pct,Model total-goals expectation tilted 5 percent higher.,2026-06-28T02:00:00Z,Algeria,Austria,1-2,1-2,False,0.680446,0.680446,0.0,high,fragile
goals_plus_5pct,Model total-goals expectation tilted 5 percent higher.,2026-06-28T02:00:00Z,Jordan,Argentina,0-2,0-2,False,1.20179,1.20179,0.0,low,strong
goals_minus_5pct,Model total-goals expectation tilted 5 percent lower.,2026-06-20T17:00:00Z,Netherlands,Sweden,2-0,2-0,False,0.894056,0.894056,0.0,medium,medium
goals_minus_5pct,Model total-goals expectation tilted 5 percent lower.,2026-06-20T20:00:00Z,Germany,Ivory Coast,2-0,2-0,False,0.979328,0.979328,0.0,medium,medium
goals_minus_5pct,Model total-goals expectation tilted 5 percent lower.,2026-06-21T00:00:00Z,Ecuador,Curacao,2-0,2-0,False,1.33999,1.33999,0.0,low,medium
goals_minus_5pct,Model total-goals expectation tilted 5 percent lower.,2026-06-21T04:00:00Z,Tunisia,Japan,0-2,0-2,False,1.029553,1.029553,0.0,medium,medium
goals_minus_5pct,Model total-goals expectation tilted 5 percent lower.,2026-06-21T16:00:00Z,Spain,Saudi Arabia,3-0,2-0,True,1.327952,1.344642,0.0,low,medium
goals_minus_5pct,Model total-goals expectation tilted 5 percent lower.,2026-06-21T19:00:00Z,Belgium,Iran,2-0,2-0,False,1.107463,1.107463,0.0,low,strong
goals_minus_5pct,Model total-goals expectation tilted 5 percent lower.,2026-06-21T22:00:00Z,Uruguay,Cape Verde,2-0,2-0,False,1.12604,1.12604,0.0,low,strong
goals_minus_5pct,Model total-goals expectation tilted 5 percent lower.,2026-06-22T01:00:00Z,New Zealand,Egypt,0-2,0-2,False,1.003717,1.003717,0.0,medium,medium
goals_minus_5pct,Model total-goals expectation tilted 5 percent lower.,2026-06-22T17:00:00Z,Argentina,Austria,2-0,2-0,False,1.009215,1.009215,0.0,medium,medium
goals_minus_5pct,Model total-goals expectation tilted 5 percent lower.,2026-06-22T21:00:00Z,France,Iraq,3-0,2-0,True,1.335186,1.33695,0.0,low,medium
goals_minus_5pct,Model total-goals expectation tilted 5 percent lower.,2026-06-23T00:00:00Z,Norway,Senegal,2-1,2-1,False,0.700274,0.700274,0.0,high,medium
goals_minus_5pct,Model total-goals expectation tilted 5 percent lower.,2026-06-23T03:00:00Z,Jordan,Algeria,0-2,0-2,False,1.008999,1.008999,0.0,medium,medium
goals_minus_5pct,Model total-goals expectation tilted 5 percent lower.,2026-06-23T17:00:00Z,Portugal,Uzbekistan,2-0,2-0,False,1.265475,1.265475,0.0,low,strong
goals_minus_5pct,Model total-goals expectation tilted 5 percent lower.,2026-06-23T20:00:00Z,England,Ghana,2-0,2-0,False,1.267391,1.267391,0.0,low,strong
goals_minus_5pct,Model total-goals expectation tilted 5 percent lower.,2026-06-23T23:00:00Z,Panama,Croatia,0-2,0-2,False,1.042471,1.042471,0.0,medium,medium
goals_minus_5pct,Model total-goals expectation tilted 5 percent lower.,2026-06-24T02:00:00Z,Colombia,DR Congo,2-0,2-0,False,1.091504,1.091504,0.0,medium,medium
goals_minus_5pct,Model total-goals expectation tilted 5 percent lower.,2026-06-24T19:00:00Z,Bosnia & Herzegovina,Qatar,2-0,2-0,False,1.050886,1.050886,0.0,low,strong
goals_minus_5pct,Model total-goals expectation tilted 5 percent lower.,2026-06-24T19:00:00Z,Switzerland,Canada,2-1,2-1,False,0.679394,0.679394,0.0,high,fragile
goals_minus_5pct,Model total-goals expectation tilted 5 percent lower.,2026-06-24T22:00:00Z,Scotland,Brazil,0-2,0-2,False,1.126097,1.126097,0.0,low,strong
goals_minus_5pct,Model total-goals expectation tilted 5 percent lower.,2026-06-24T22:00:00Z,Morocco,Haiti,2-0,2-0,False,1.24346,1.24346,0.0,low,strong
goals_minus_5pct,Model total-goals expectation tilted 5 percent lower.,2026-06-25T01:00:00Z,Czech Republic,Mexico,0-2,0-2,False,0.766877,0.766877,0.0,high,fragile
goals_minus_5pct,Model total-goals expectation tilted 5 percent lower.,2026-06-25T01:00:00Z,South Africa,South Korea,0-2,0-2,False,0.993896,0.993896,0.0,medium,medium
goals_minus_5pct,Model total-goals expectation tilted 5 percent lower.,2026-06-25T20:00:00Z,Curacao,Ivory Coast,0-2,0-2,False,1.274947,1.274947,0.0,low,medium
goals_minus_5pct,Model total-goals expectation tilted 5 percent lower.,2026-06-25T20:00:00Z,Ecuador,Germany,0-2,0-2,False,0.929932,0.929932,0.0,medium,medium
goals_minus_5pct,Model total-goals expectation tilted 5 percent lower.,2026-06-25T23:00:00Z,Japan,Sweden,2-1,2-1,False,0.733986,0.733986,0.0,high,fragile
goals_minus_5pct,Model total-goals expectation tilted 5 percent lower.,2026-06-25T23:00:00Z,Tunisia,Netherlands,0-2,0-2,False,1.161063,1.161063,0.0,low,strong
goals_minus_5pct,Model total-goals expectation tilted 5 percent lower.,2026-06-26T02:00:00Z,Paraguay,Australia,1-0,1-0,False,0.741049,0.741049,0.0,high,medium
goals_minus_5pct,Model total-goals expectation tilted 5 percent lower.,2026-06-26T02:00:00Z,Turkey,United States,1-2,1-2,False,0.735923,0.735923,0.0,high,medium
goals_minus_5pct,Model total-goals expectation tilted 5 percent lower.,2026-06-26T19:00:00Z,Norway,France,0-2,0-2,False,0.864141,0.864141,0.0,high,fragile
goals_minus_5pct,Model total-goals expectation tilted 5 percent lower.,2026-06-26T19:00:00Z,Senegal,Iraq,2-0,2-0,False,1.217188,1.217188,0.0,low,strong
goals_minus_5pct,Model total-goals expectation tilted 5 percent lower.,2026-06-27T00:00:00Z,Cape Verde,Saudi Arabia,1-2,1-2,False,0.657481,0.657481,0.0,high,medium
goals_minus_5pct,Model total-goals expectation tilted 5 percent lower.,2026-06-27T00:00:00Z,Uruguay,Spain,0-2,0-2,False,1.016727,1.016727,0.0,medium,medium
goals_minus_5pct,Model total-goals expectation tilted 5 percent lower.,2026-06-27T03:00:00Z,New Zealand,Belgium,0-2,0-2,False,1.241018,1.241018,0.0,low,strong
goals_minus_5pct,Model total-goals expectation tilted 5 percent lower.,2026-06-27T03:00:00Z,Egypt,Iran,2-0,2-0,False,0.780788,0.780788,0.0,high,fragile
goals_minus_5pct,Model total-goals expectation tilted 5 percent lower.,2026-06-27T21:00:00Z,Croatia,Ghana,2-0,2-0,False,0.989394,0.989394,0.0,medium,medium
goals_minus_5pct,Model total-goals expectation tilted 5 percent lower.,2026-06-27T21:00:00Z,Panama,England,0-2,0-2,False,1.20148,1.20148,0.0,low,strong
goals_minus_5pct,Model total-goals expectation tilted 5 percent lower.,2026-06-27T23:30:00Z,Colombia,Portugal,0-2,0-2,False,0.765552,0.765552,0.0,high,fragile
goals_minus_5pct,Model total-goals expectation tilted 5 percent lower.,2026-06-27T23:30:00Z,DR Congo,Uzbekistan,2-1,2-1,False,0.737303,0.737303,0.0,high,fragile
goals_minus_5pct,Model total-goals expectation tilted 5 percent lower.,2026-06-28T02:00:00Z,Algeria,Austria,1-2,1-2,False,0.663734,0.663734,0.0,high,fragile
goals_minus_5pct,Model total-goals expectation tilted 5 percent lower.,2026-06-28T02:00:00Z,Jordan,Argentina,0-2,0-2,False,1.223986,1.223986,0.0,low,strong
rho_plus_0_02,Dixon-Coles rho increased by 0.02.,2026-06-20T17:00:00Z,Netherlands,Sweden,2-0,2-0,False,0.894246,0.894246,0.0,medium,medium
rho_plus_0_02,Dixon-Coles rho increased by 0.02.,2026-06-20T20:00:00Z,Germany,Ivory Coast,2-0,2-0,False,0.976335,0.976335,0.0,medium,medium
rho_plus_0_02,Dixon-Coles rho increased by 0.02.,2026-06-21T00:00:00Z,Ecuador,Curacao,2-0,2-0,False,1.324561,1.324561,0.0,low,medium
rho_plus_0_02,Dixon-Coles rho increased by 0.02.,2026-06-21T04:00:00Z,Tunisia,Japan,0-2,0-2,False,1.035608,1.035608,0.0,medium,medium
rho_plus_0_02,Dixon-Coles rho increased by 0.02.,2026-06-21T16:00:00Z,Spain,Saudi Arabia,3-0,2-0,True,1.330451,1.327184,0.003267,low,medium
rho_plus_0_02,Dixon-Coles rho increased by 0.02.,2026-06-21T19:00:00Z,Belgium,Iran,2-0,2-0,False,1.10852,1.10852,0.0,low,strong
rho_plus_0_02,Dixon-Coles rho increased by 0.02.,2026-06-21T22:00:00Z,Uruguay,Cape Verde,2-0,2-0,False,1.132031,1.132031,0.0,low,strong
rho_plus_0_02,Dixon-Coles rho increased by 0.02.,2026-06-22T01:00:00Z,New Zealand,Egypt,0-2,0-2,False,1.009574,1.009574,0.0,medium,medium
rho_plus_0_02,Dixon-Coles rho increased by 0.02.,2026-06-22T17:00:00Z,Argentina,Austria,2-0,2-0,False,1.013894,1.013894,0.0,medium,medium
rho_plus_0_02,Dixon-Coles rho increased by 0.02.,2026-06-22T21:00:00Z,France,Iraq,3-0,3-0,False,1.335166,1.335166,0.0,low,medium
rho_plus_0_02,Dixon-Coles rho increased by 0.02.,2026-06-23T00:00:00Z,Norway,Senegal,2-1,2-1,False,0.711064,0.711064,0.0,high,medium
rho_plus_0_02,Dixon-Coles rho increased by 0.02.,2026-06-23T03:00:00Z,Jordan,Algeria,0-2,0-2,False,1.013124,1.013124,0.0,medium,medium
rho_plus_0_02,Dixon-Coles rho increased by 0.02.,2026-06-23T17:00:00Z,Portugal,Uzbekistan,2-0,2-0,False,1.256482,1.256482,0.0,low,strong
rho_plus_0_02,Dixon-Coles rho increased by 0.02.,2026-06-23T20:00:00Z,England,Ghana,2-0,2-0,False,1.261022,1.261022,0.0,low,strong
rho_plus_0_02,Dixon-Coles rho increased by 0.02.,2026-06-23T23:00:00Z,Panama,Croatia,0-2,0-2,False,1.047248,1.047248,0.0,medium,medium
rho_plus_0_02,Dixon-Coles rho increased by 0.02.,2026-06-24T02:00:00Z,Colombia,DR Congo,2-0,2-0,False,1.098276,1.098276,0.0,medium,medium
rho_plus_0_02,Dixon-Coles rho increased by 0.02.,2026-06-24T19:00:00Z,Bosnia & Herzegovina,Qatar,2-0,2-0,False,1.048541,1.048541,0.0,low,strong
rho_plus_0_02,Dixon-Coles rho increased by 0.02.,2026-06-24T19:00:00Z,Switzerland,Canada,2-1,2-1,False,0.691829,0.691829,0.0,high,fragile
rho_plus_0_02,Dixon-Coles rho increased by 0.02.,2026-06-24T22:00:00Z,Scotland,Brazil,0-2,0-2,False,1.127064,1.127064,0.0,low,strong
rho_plus_0_02,Dixon-Coles rho increased by 0.02.,2026-06-24T22:00:00Z,Morocco,Haiti,2-0,2-0,False,1.2342,1.2342,0.0,low,strong
rho_plus_0_02,Dixon-Coles rho increased by 0.02.,2026-06-25T01:00:00Z,Czech Republic,Mexico,0-2,0-2,False,0.77276,0.77276,0.0,high,fragile
rho_plus_0_02,Dixon-Coles rho increased by 0.02.,2026-06-25T01:00:00Z,South Africa,South Korea,0-2,0-2,False,0.999377,0.999377,0.0,medium,medium
rho_plus_0_02,Dixon-Coles rho increased by 0.02.,2026-06-25T20:00:00Z,Curacao,Ivory Coast,0-2,0-2,False,1.25969,1.25969,0.0,low,medium
rho_plus_0_02,Dixon-Coles rho increased by 0.02.,2026-06-25T20:00:00Z,Ecuador,Germany,0-2,0-2,False,0.934285,0.934285,0.0,medium,medium
rho_plus_0_02,Dixon-Coles rho increased by 0.02.,2026-06-25T23:00:00Z,Japan,Sweden,2-1,2-1,False,0.745954,0.745954,0.0,high,fragile
rho_plus_0_02,Dixon-Coles rho increased by 0.02.,2026-06-25T23:00:00Z,Tunisia,Netherlands,0-2,0-2,False,1.157739,1.157739,0.0,low,strong
rho_plus_0_02,Dixon-Coles rho increased by 0.02.,2026-06-26T02:00:00Z,Paraguay,Australia,1-0,1-0,False,0.745639,0.745639,0.0,high,medium
rho_plus_0_02,Dixon-Coles rho increased by 0.02.,2026-06-26T02:00:00Z,Turkey,United States,1-2,1-2,False,0.744805,0.744805,0.0,high,medium
rho_plus_0_02,Dixon-Coles rho increased by 0.02.,2026-06-26T19:00:00Z,Norway,France,0-2,0-2,False,0.867777,0.867777,0.0,high,fragile
rho_plus_0_02,Dixon-Coles rho increased by 0.02.,2026-06-26T19:00:00Z,Senegal,Iraq,2-0,2-0,False,1.21766,1.21766,0.0,low,strong
rho_plus_0_02,Dixon-Coles rho increased by 0.02.,2026-06-27T00:00:00Z,Cape Verde,Saudi Arabia,1-2,1-2,False,0.667893,0.667893,0.0,high,medium
rho_plus_0_02,Dixon-Coles rho increased by 0.02.,2026-06-27T00:00:00Z,Uruguay,Spain,0-2,0-2,False,1.019845,1.019845,0.0,medium,medium
rho_plus_0_02,Dixon-Coles rho increased by 0.02.,2026-06-27T03:00:00Z,New Zealand,Belgium,0-2,0-2,False,1.23549,1.23549,0.0,low,strong
rho_plus_0_02,Dixon-Coles rho increased by 0.02.,2026-06-27T03:00:00Z,Egypt,Iran,2-0,2-0,False,0.78836,0.78836,0.0,high,fragile
rho_plus_0_02,Dixon-Coles rho increased by 0.02.,2026-06-27T21:00:00Z,Croatia,Ghana,2-0,2-0,False,0.99521,0.99521,0.0,medium,medium
rho_plus_0_02,Dixon-Coles rho increased by 0.02.,2026-06-27T21:00:00Z,Panama,England,0-2,0-2,False,1.195111,1.195111,0.0,low,strong
rho_plus_0_02,Dixon-Coles rho increased by 0.02.,2026-06-27T23:30:00Z,Colombia,Portugal,0-2,0-2,False,0.770964,0.770964,0.0,high,fragile
rho_plus_0_02,Dixon-Coles rho increased by 0.02.,2026-06-27T23:30:00Z,DR Congo,Uzbekistan,2-1,2-1,False,0.749378,0.749378,0.0,high,fragile
rho_plus_0_02,Dixon-Coles rho increased by 0.02.,2026-06-28T02:00:00Z,Algeria,Austria,1-2,1-2,False,0.675879,0.675879,0.0,high,fragile
rho_plus_0_02,Dixon-Coles rho increased by 0.02.,2026-06-28T02:00:00Z,Jordan,Argentina,0-2,0-2,False,1.214178,1.214178,0.0,low,strong
rho_minus_0_02,Dixon-Coles rho decreased by 0.02.,2026-06-20T17:00:00Z,Netherlands,Sweden,2-0,2-0,False,0.889027,0.889027,0.0,medium,medium
rho_minus_0_02,Dixon-Coles rho decreased by 0.02.,2026-06-20T20:00:00Z,Germany,Ivory Coast,2-0,2-0,False,0.972252,0.972252,0.0,medium,medium
rho_minus_0_02,Dixon-Coles rho decreased by 0.02.,2026-06-21T00:00:00Z,Ecuador,Curacao,2-0,2-0,False,1.324923,1.324923,0.0,low,medium
rho_minus_0_02,Dixon-Coles rho decreased by 0.02.,2026-06-21T04:00:00Z,Tunisia,Japan,0-2,0-2,False,1.032041,1.032041,0.0,medium,medium
rho_minus_0_02,Dixon-Coles rho decreased by 0.02.,2026-06-21T16:00:00Z,Spain,Saudi Arabia,3-0,3-0,False,1.333164,1.333164,0.0,low,medium
rho_minus_0_02,Dixon-Coles rho decreased by 0.02.,2026-06-21T19:00:00Z,Belgium,Iran,2-0,2-0,False,1.105824,1.105824,0.0,low,strong
rho_minus_0_02,Dixon-Coles rho decreased by 0.02.,2026-06-21T22:00:00Z,Uruguay,Cape Verde,2-0,2-0,False,1.129752,1.129752,0.0,low,strong
rho_minus_0_02,Dixon-Coles rho decreased by 0.02.,2026-06-22T01:00:00Z,New Zealand,Egypt,0-2,0-2,False,1.005949,1.005949,0.0,medium,medium
rho_minus_0_02,Dixon-Coles rho decreased by 0.02.,2026-06-22T17:00:00Z,Argentina,Austria,2-0,2-0,False,1.009882,1.009882,0.0,medium,medium
rho_minus_0_02,Dixon-Coles rho decreased by 0.02.,2026-06-22T21:00:00Z,France,Iraq,3-0,3-0,False,1.337638,1.337638,0.0,low,medium
rho_minus_0_02,Dixon-Coles rho decreased by 0.02.,2026-06-23T00:00:00Z,Norway,Senegal,2-1,2-1,False,0.705254,0.705254,0.0,high,medium
rho_minus_0_02,Dixon-Coles rho decreased by 0.02.,2026-06-23T03:00:00Z,Jordan,Algeria,0-2,0-2,False,1.00924,1.00924,0.0,medium,medium
