incident_id,detected_at_utc,registration_id,entity,source_artifact,observation_token,degraded_state,reason,consecutive_degraded_observations,max_consecutive_degraded_observations,event_type,owner_notification_eligible,paper_trading_invoked,live_trading_invoked
degraded_61589fd00110db7b99d5d312,2026-07-29T21:48:13Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T21:42:51Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_c8d39b8c807d614eaac86a39,2026-07-29T21:53:25Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T21:48:16Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_9f556beaf7432a3153008b64,2026-07-29T21:54:21Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T21:53:27Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_0b53191c4d7641c55d134f16,2026-07-29T21:59:32Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T21:54:24Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_b1defa7bb204f943430b0818,2026-07-29T22:04:57Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T21:59:35Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_db8caac633eb54915d972cd5,2026-07-29T22:10:08Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T22:04:59Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_b8cde482fb98463c3a3c2081,2026-07-29T22:11:05Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T22:10:11Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_9664e4573d5163599e993d1b,2026-07-29T22:16:17Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T22:11:08Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_0998548579c2f89bebc69934,2026-07-29T22:21:42Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T22:16:19Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_0c7177cc62bb2845b338b133,2026-07-29T22:26:54Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T22:21:44Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_596798462239e090b507f554,2026-07-29T22:27:51Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T22:26:56Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_74ef4efa7f5e0ae906c45cc7,2026-07-29T22:28:07Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T22:27:53Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_b60c0c9a3698957683b16e22,2026-07-29T22:33:19Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T22:28:10Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_537c8d677e306d554a689719,2026-07-29T22:38:43Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T22:33:21Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_ddae9281fc9ae3632aa3ab3d,2026-07-29T22:43:55Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T22:38:46Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_87b7372451025cb86bfc2cbe,2026-07-29T22:44:52Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T22:43:58Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_1a06d57c7acc696f22d9bbc9,2026-07-29T22:50:03Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T22:44:54Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_5fe7167be52d91e4472e0cac,2026-07-29T22:55:27Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T22:50:05Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_ab4f1a81a68580fa054b7e50,2026-07-29T23:00:39Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T22:55:30Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_cf1ad508fd57fbfe06954cca,2026-07-29T23:01:35Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T23:00:41Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_7a92b89a4330a22c8fccd278,2026-07-29T23:06:46Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T23:01:37Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_aad6f164b5c8b1ff84482131,2026-07-29T23:12:11Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T23:06:49Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_616765d316aaf7b825fb7539,2026-07-29T23:17:23Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T23:12:14Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_87d1663363de69da0b826c7b,2026-07-29T23:18:19Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T23:17:25Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_cc4eed174108bbc310970cd7,2026-07-29T23:23:31Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T23:18:22Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_517485b2d6102e1b183fb92e,2026-07-29T23:28:55Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T23:23:33Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_8a5f35a0afd832988368ba48,2026-07-29T23:34:06Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T23:28:57Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_27ae7ea7348c1cc061ae4146,2026-07-29T23:35:03Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T23:34:09Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_7779ff7a228ca353ec27f850,2026-07-29T23:40:14Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T23:35:06Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_ad823538cfb24f01ef7b9f82,2026-07-29T23:45:39Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T23:40:17Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_f7919b08a753a710d92ffc6d,2026-07-29T23:50:50Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T23:45:41Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_1b45dd91d07c8bc76f85fb96,2026-07-29T23:51:47Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T23:50:53Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_d3b8f14d94efe1ad94542419,2026-07-29T23:56:58Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T23:51:49Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_b3788ac6518377a9e782be7c,2026-07-30T00:02:23Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-29T23:57:00Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_57a47eeda4642068ef07974f,2026-07-30T00:07:34Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T00:02:25Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_e6562b09af9fe9ea0c42b2b6,2026-07-30T00:08:31Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T00:07:37Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_6f8518a9132c33d8f32bffab,2026-07-30T00:13:42Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T00:08:33Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_4b6b01e64ebaaebcc7e7bda7,2026-07-30T00:19:07Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T00:13:45Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_24b67f92f403999b75810bbf,2026-07-30T00:24:18Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T00:19:09Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_c933b6045b1c20a615e8deb9,2026-07-30T00:25:20Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T00:24:21Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_0d3ed3b614bac70735b592f8,2026-07-30T00:30:31Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T00:25:23Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_fd9ce4ea96bf2944a0c3e17b,2026-07-30T00:35:56Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T00:30:34Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_59ec4c8a84474f9d15a0d39a,2026-07-30T00:41:08Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T00:35:59Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_18a6360bbef48ab7e674ea9a,2026-07-30T00:42:04Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T00:41:10Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_6ebd09b85f97eb0bad78d4ee,2026-07-30T00:47:16Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T00:42:07Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_f6313e6ae2d2de09048919ed,2026-07-30T00:52:40Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T00:47:18Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_6d3f8486116fd8382e4b33f8,2026-07-30T00:57:51Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T00:52:42Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_5ec5cbbfaebb0dcc9f679685,2026-07-30T00:58:48Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T00:57:54Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_ef8081cc4196fc70b206f6b8,2026-07-30T01:03:59Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T00:58:50Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_b2d61cc2e55963e9df503c66,2026-07-30T01:09:23Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T01:04:01Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_32fde9607c516f5e41b1f63e,2026-07-30T01:14:34Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T01:09:25Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_80c045e28dfd9dcbeaad1d30,2026-07-30T01:15:31Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T01:14:37Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_aaf7d5f3ad54fac4b052563b,2026-07-30T01:20:42Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T01:15:33Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_e62b2e4d5c68b2dceaa678f1,2026-07-30T01:26:07Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T01:20:45Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_3288e4ec0ed3d93ed9aa29d6,2026-07-30T01:31:18Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T01:26:09Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_0f3f64d587ef05599449ece0,2026-07-30T01:32:15Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T01:31:21Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_9bdfbefe7e33f4b6c752b7c2,2026-07-30T01:37:26Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T01:32:17Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_ecf6fe0eb43f284b0c1fa985,2026-07-30T01:42:51Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T01:37:29Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_3b5427fb4235cc47fdc01ece,2026-07-30T01:42:51Z,scheduler_completion_freshness,maker_study_intraday,ops_scheduler/status.json,2026-07-29T00:42:48.609342+00:00,stale,scheduler job maker_study_intraday has no successful completion within 90000 seconds; measured age 90002.391 seconds,1,0,incident_open,True,False,False
degraded_15d9d939b0aa8b551e42ba74,2026-07-30T01:48:02Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T01:42:53Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_3f1301bedaaadbdb339f8fe5,2026-07-30T01:48:59Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T01:48:05Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_7d9000557f1ba1184c5e7fb8,2026-07-30T01:54:10Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T01:49:01Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_1aecf4b31fa5fe2466c6f9e6,2026-07-30T01:59:34Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T01:54:12Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_ad7a7cb35b923e11212b3b75,2026-07-30T02:04:46Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T01:59:37Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_6131fad7985a185553b534cb,2026-07-30T02:05:42Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T02:04:48Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_20a3f5b541f7ae6bdcf8514d,2026-07-30T02:10:53Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T02:05:45Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_53916b7340aec69b74c9a56d,2026-07-30T02:16:18Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T02:10:56Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_1f5ffdd1c7e6dd9429f85389,2026-07-30T02:21:29Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T02:16:20Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_49bf8d17088ef06e563aaaa6,2026-07-30T02:22:26Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T02:21:32Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_c3ddeb34c05c47bca1eb7999,2026-07-30T02:27:37Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T02:22:28Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_d6d39bba760ff9269cfdc579,2026-07-30T02:33:02Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T02:27:39Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_481cf49859e1d0d4e7a2eaf1,2026-07-30T02:38:14Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T02:33:04Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_6ed07231300cdb75e337bf4d,2026-07-30T02:39:10Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T02:38:16Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_9ae6bcbf4cfe54318e015b28,2026-07-30T02:44:22Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T02:39:13Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_2057f9cd3fbd24cb18ee0894,2026-07-30T02:49:46Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T02:44:24Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_c6d3ee3fda81e75a84aea8b4,2026-07-30T02:54:58Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T02:49:49Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_d9bc0dd6fdbeb0b14b2c75d7,2026-07-30T02:55:54Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T02:55:00Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_a6fafd6ace0ec6aa85628d1c,2026-07-30T03:01:06Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T02:55:57Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_407fd39b8c407921099f1f22,2026-07-30T03:06:31Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T03:01:08Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_77fd58f247b427834072770c,2026-07-30T03:06:48Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T03:06:34Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_ae510a66c98c1befec08abad,2026-07-30T03:11:59Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T03:06:50Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_6858e0fe9c171ba6eff9b53b,2026-07-30T03:12:56Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T03:12:02Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_fefbc2a147dcc9969ad61faf,2026-07-30T03:18:07Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T03:12:58Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_d0f9b1e307c87c1b99e9b647,2026-07-30T03:23:32Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T03:18:09Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_4b2bddc8d989931a237ea541,2026-07-30T03:24:59Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T03:24:46Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_6a53d83bf8a770301d491a09,2026-07-30T03:30:10Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T03:25:01Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_23064e7dc87427da2913a1ec,2026-07-30T03:31:07Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T03:30:13Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_19fdbcb6893982759839f41a,2026-07-30T03:36:18Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T03:31:10Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_a1b352fedd33f578a68aa551,2026-07-30T03:41:43Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T03:36:21Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_aad9b11456e3bcb03654752b,2026-07-30T03:46:55Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T03:41:46Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_0b13e50986eee7c6663348cd,2026-07-30T03:47:51Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T03:46:57Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_91618a8d6fa9c31c8abd95c6,2026-07-30T03:53:02Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T03:47:54Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_a6ad20f334ecbdd576177fef,2026-07-30T03:58:26Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T03:53:05Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_cbcb3227ffb0b9b35cd6d4f1,2026-07-30T04:03:38Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T03:58:29Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_82a076b5e4631f4e90b07478,2026-07-30T04:04:34Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T04:03:40Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_76e91c77db7e8f4e2cf838d3,2026-07-30T04:09:45Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T04:04:36Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_7afa65eac5b6937ac52f77d1,2026-07-30T04:15:10Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T04:09:48Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_8df1d20c31e12e29465141cf,2026-07-30T04:20:22Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T04:15:13Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_7ce6921b888e001e241af6f3,2026-07-30T04:21:24Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T04:20:25Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_be4fc62fdfd34c32369aca60,2026-07-30T04:26:36Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T04:21:27Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_dec1000799fc84766265e9d0,2026-07-30T04:32:01Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T04:26:38Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_ab84c024b3ab032326d4c52d,2026-07-30T04:37:13Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T04:32:03Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_14b909063488c0b78bebaec6,2026-07-30T04:38:10Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T04:37:15Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
degraded_efdd7550fc10f678fd34c7ec,2026-07-30T04:43:21Z,operating_state_slo_breach,operating_state_slo,performance/operating_state.json,2026-07-30T04:38:12Z,breach_or_missing,"SLO rows breached, unknown, or missing: scheduler_overrun_cycles",1,0,incident_open,True,False,False
