signal_cohort,buy_fills,sell_fills,open_positions,total_buy_cost_usdc,sell_proceeds_usdc,open_mark_value_usdc,open_cost_basis_usdc,paper_first_observed_at,paper_latest_observed_at,paper_buy_fills,paper_total_pnl_usdc,paper_elapsed_hours,paper_monthly_run_rate_usdc,total_pnl_usdc,roi,shadow_fills,shadow_sell_fills,shadow_open_positions,shadow_total_buy_cost_usdc,shadow_open_mark_value_usdc,shadow_total_pnl_usdc,shadow_roi,shadow_monthly_run_rate_usdc,evidence_elapsed_hours,settled_fills,monthly_run_rate_usdc,promotion_readiness,promotion_ready_score,promotion_ready_checks,promotion_evidence_source,metadata_valid,metadata_blocker,promoted,probationary,probationary_max_stake_usdc,promotion_reason,raw_paper_buy_fills,raw_paper_sell_fills,raw_paper_total_pnl_usdc,raw_paper_monthly_run_rate_usdc,paper_audit_round_trips,paper_audited_round_trips,paper_quote_conflict_round_trips,paper_quote_unverified_round_trips,paper_audited_pnl_usdc,paper_audited_stake_usdc,paper_audit_first_observed_at,paper_audit_latest_observed_at,paper_audited_roi,paper_audited_elapsed_hours,paper_audited_monthly_run_rate_usdc,paper_audit_blocker
near_miss_learning|geopolitics,3,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,-12.258358000486936,-0.4086119333495645,3,3,0,30.0,0.0,-12.258358000486936,-0.4086119333495645,-9.628876193217755,916.6197158669445,3,0.0,"{""fills_remaining"": 2, ""monthly_run_rate_remaining_usdc"": 20.0, ""pnl_remaining_usdc"": 12.258358000486936, ""roi_remaining"": 0.4386119333495645, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,shadow,True,,False,False,0.0,"needs >= 5 evidence fills, >= 3 settled fills, P&L > 0.00, ROI >= 3.00%, evidence age >= 2.0h, and monthly run-rate >= 20.00",,,,,,,,,,,,,,,,
near_miss_learning|macro_economy,4,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,-5.93196737868,-0.148299184467,4,4,0,40.0,0.0,-5.93196737868,-0.148299184467,-5.694638112763046,750.0066603133333,4,0.0,"{""fills_remaining"": 1, ""monthly_run_rate_remaining_usdc"": 20.0, ""pnl_remaining_usdc"": 5.93196737868, ""roi_remaining"": 0.178299184467, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,shadow,True,,False,False,0.0,"needs >= 5 evidence fills, >= 3 settled fills, P&L > 0.00, ROI >= 3.00%, evidence age >= 2.0h, and monthly run-rate >= 20.00",,,,,,,,,,,,,,,,
near_miss_learning|macro_rates,3,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,-2.1695642563333664,-0.07231880854444554,3,3,0,30.0,0.0,-2.1695642563333664,-0.07231880854444554,-1.288316804574744,1212.5016603155557,3,0.0,"{""fills_remaining"": 2, ""monthly_run_rate_remaining_usdc"": 20.0, ""pnl_remaining_usdc"": 2.1695642563333664, ""roi_remaining"": 0.10231880854444554, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,shadow,True,,False,False,0.0,"needs >= 5 evidence fills, >= 3 settled fills, P&L > 0.00, ROI >= 3.00%, evidence age >= 2.0h, and monthly run-rate >= 20.00",,,,,,,,,,,,,,,,
near_miss_learning|mma_match,2,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,5.182926829268293,0.25914634146341464,2,2,0,20.0,0.0,5.182926829268293,0.25914634146341464,10.660802721844538,350.03999365083337,2,10.660802721844538,"{""fills_remaining"": 3, ""monthly_run_rate_remaining_usdc"": 9.339197278155462, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.0, ""settled_fills_remaining"": 1, ""tracking_hours_remaining"": 0.0}",3,6,shadow,True,,False,False,0.0,"needs >= 5 evidence fills, >= 3 settled fills, P&L > 0.00, ROI >= 3.00%, evidence age >= 2.0h, and monthly run-rate >= 20.00",,,,,,,,,,,,,,,,
near_miss_learning|policy_legal,2,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,-0.9523809523809526,-0.04761904761904763,2,2,0,20.0,0.0,-0.9523809523809526,-0.04761904761904763,-1.5426170950993263,444.51360476416664,2,0.0,"{""fills_remaining"": 3, ""monthly_run_rate_remaining_usdc"": 20.0, ""pnl_remaining_usdc"": 0.9523809523809526, ""roi_remaining"": 0.07761904761904763, ""settled_fills_remaining"": 1, ""tracking_hours_remaining"": 0.0}",1,6,shadow,True,,False,False,0.0,"needs >= 5 evidence fills, >= 3 settled fills, P&L > 0.00, ROI >= 3.00%, evidence age >= 2.0h, and monthly run-rate >= 20.00",,,,,,,,,,,,,,,,
near_miss_learning|soccer_match,7,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,12.943371443371433,0.1849053063338776,7,7,0,70.0,0.0,12.943371443371433,0.1849053063338776,9.60202308332259,970.5483269883334,7,9.60202308332259,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 10.39797691667741, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.0, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",5,6,shadow,True,,False,False,0.0,"needs >= 5 evidence fills, >= 3 settled fills, P&L > 0.00, ROI >= 3.00%, evidence age >= 2.0h, and monthly run-rate >= 20.00",,,,,,,,,,,,,,,,
near_miss_learning|tennis_match,4,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,-1.4474941724941743,-0.036187354312354356,4,4,0,40.0,0.0,-1.4474941724941743,-0.036187354312354356,-0.9749396019393062,1068.9849936572223,4,0.0,"{""fills_remaining"": 1, ""monthly_run_rate_remaining_usdc"": 20.0, ""pnl_remaining_usdc"": 1.4474941724941743, ""roi_remaining"": 0.06618735431235435, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,shadow,True,,False,False,0.0,"needs >= 5 evidence fills, >= 3 settled fills, P&L > 0.00, ROI >= 3.00%, evidence age >= 2.0h, and monthly run-rate >= 20.00",,,,,,,,,,,,,,,,
near_miss_learning|tennis_tennis_set,2,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,-1.3606524264000406,-0.06803262132000203,2,2,0,20.0,0.0,-1.3606524264000406,-0.06803262132000203,-0.9826556616502258,996.9613825480556,2,0.0,"{""fills_remaining"": 3, ""monthly_run_rate_remaining_usdc"": 20.0, ""pnl_remaining_usdc"": 1.3606524264000406, ""roi_remaining"": 0.09803262132000203, ""settled_fills_remaining"": 1, ""tracking_hours_remaining"": 0.0}",1,6,shadow,True,,False,False,0.0,"needs >= 5 evidence fills, >= 3 settled fills, P&L > 0.00, ROI >= 3.00%, evidence age >= 2.0h, and monthly run-rate >= 20.00",,,,,,,,,,,,,,,,
near_miss_learning|tennis_tennis_total,3,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,-9.370519968141995,-0.3123506656047332,3,3,0,30.0,0.0,-9.370519968141995,-0.3123506656047332,-6.454038932659182,1045.3569381055556,3,0.0,"{""fills_remaining"": 2, ""monthly_run_rate_remaining_usdc"": 20.0, ""pnl_remaining_usdc"": 9.370519968141995, ""roi_remaining"": 0.34235066560473315, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,shadow,True,,False,False,0.0,"needs >= 5 evidence fills, >= 3 settled fills, P&L > 0.00, ROI >= 3.00%, evidence age >= 2.0h, and monthly run-rate >= 20.00",,,,,,,,,,,,,,,,
near_miss_learning|tennis_tennis_winner,1,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,-1.1904761904761898,-0.11904761904761899,1,1,0,10.0,0.0,-1.1904761904761898,-0.11904761904761899,-0.8019977216601933,1068.7597158855556,1,0.0,"{""fills_remaining"": 4, ""monthly_run_rate_remaining_usdc"": 20.0, ""pnl_remaining_usdc"": 1.1904761904761898, ""roi_remaining"": 0.14904761904761898, ""settled_fills_remaining"": 2, ""tracking_hours_remaining"": 0.0}",1,6,shadow,True,,False,False,0.0,"needs >= 5 evidence fills, >= 3 settled fills, P&L > 0.00, ROI >= 3.00%, evidence age >= 2.0h, and monthly run-rate >= 20.00",,,,,,,,,,,,,,,,
near_miss_learning|unknown,5,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,-9.985328952103593,-0.19970657904207187,5,5,0,50.0,0.0,-9.985328952103593,-0.19970657904207187,-5.9250263787696404,1213.401660332222,5,0.0,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 20.0, ""pnl_remaining_usdc"": 9.985328952103593, ""roi_remaining"": 0.22970657904207187, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",3,6,shadow,False,unresolved_unknown_near_miss_metadata,False,False,0.0,metadata/audit invalid: unresolved_unknown_near_miss_metadata,,,,,,,,,,,,,,,,
near_miss_learning|worldcup,5,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,32.48476635976634,0.6496953271953267,5,5,0,50.0,0.0,32.48476635976634,0.6496953271953267,19.664457936362204,1189.406382556389,5,19.664457936362204,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 0.3355420636377957, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.0, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",5,6,shadow,True,,False,False,0.0,"needs >= 5 evidence fills, >= 3 settled fills, P&L > 0.00, ROI >= 3.00%, evidence age >= 2.0h, and monthly run-rate >= 20.00",,,,,,,,,,,,,,,,
policy_legal,1,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,-3.5294117647058822,-0.3529411764705882,1,1,0,10.0,0.0,-3.5294117647058822,-0.3529411764705882,-6.757579513352575,376.04832700277774,1,0.0,"{""fills_remaining"": 4, ""monthly_run_rate_remaining_usdc"": 20.0, ""pnl_remaining_usdc"": 3.5294117647058822, ""roi_remaining"": 0.38294117647058823, ""settled_fills_remaining"": 2, ""tracking_hours_remaining"": 0.0}",1,6,shadow,True,,False,False,0.0,"needs >= 5 evidence fills, >= 3 settled fills, P&L > 0.00, ROI >= 3.00%, evidence age >= 2.0h, and monthly run-rate >= 20.00",,,,,,,,,,,,,,,,
price_action_scout|label_headroom|crypto_eth_updown_event,1,1,0,2.0,1.8431372549019607,0.0,0.0,2026-07-03T09:38:17Z,2026-07-04T08:20:56Z,1,-0.15686274509803932,22.710833333333333,-4.973008907815872,-0.15686274509803932,-0.07843137254901966,,,,,,,,,22.710833333333333,1,0.0,"{""fills_remaining"": 4, ""monthly_run_rate_remaining_usdc"": 20.0, ""pnl_remaining_usdc"": 0.15686274509803932, ""roi_remaining"": 0.10843137254901966, ""settled_fills_remaining"": 2, ""tracking_hours_remaining"": 0.0}",1,6,paper,True,,False,False,0.0,"needs >= 5 evidence fills, >= 3 settled fills, P&L > 0.00, ROI >= 3.00%, evidence age >= 2.0h, and monthly run-rate >= 20.00",1,1,-0.15686274509803932,-4.973008907815872,1,1,0,0,-0.15686274509803932,2.0,2026-07-03T09:38:17Z,2026-07-04T08:20:56Z,-0.07843137254901966,22.710833333333333,-4.973008907815872,
soccer_match,6,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,-7.453050428382497,-0.12421750713970828,6,6,0,60.0,0.0,-7.453050428382497,-0.12421750713970828,-5.78280746445665,927.9569381161111,6,0.0,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 20.0, ""pnl_remaining_usdc"": 7.453050428382497, ""roi_remaining"": 0.15421750713970828, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",3,6,shadow,True,,False,False,0.0,"needs >= 5 evidence fills, >= 3 settled fills, P&L > 0.00, ROI >= 3.00%, evidence age >= 2.0h, and monthly run-rate >= 20.00",,,,,,,,,,,,,,,,
structural|longshot_no|ai_model_leader,6,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,-5.334192436858231,-0.08890320728097052,6,6,0,60.0,0.0,-5.334192436858231,-0.08890320728097052,-3.3548600080453106,1144.792493673611,6,0.0,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 20.0, ""pnl_remaining_usdc"": 5.334192436858231, ""roi_remaining"": 0.11890320728097052, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",3,6,shadow,True,,False,False,0.0,"needs >= 5 evidence fills, >= 3 settled fills, P&L > 0.00, ROI >= 3.00%, evidence age >= 2.0h, and monthly run-rate >= 20.00",,,,,,,,,,,,,,,,
structural|longshot_no|baseball_mlb_match,5,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,-3.862671660424475,-0.0772534332084895,5,5,0,50.0,0.0,-3.862671660424475,-0.0772534332084895,-3.604274936639838,771.6180492313889,5,0.0,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 20.0, ""pnl_remaining_usdc"": 3.862671660424475, ""roi_remaining"": 0.1072534332084895, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",3,6,shadow,True,,False,False,0.0,"needs >= 5 evidence fills, >= 3 settled fills, P&L > 0.00, ROI >= 3.00%, evidence age >= 2.0h, and monthly run-rate >= 20.00",,,,,,,,,,,,,,,,
structural|longshot_no|crypto_btc_special,4,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,-0.2912812384061567,-0.007282030960153918,4,4,0,40.0,0.0,-0.2912812384061567,-0.007282030960153918,-0.18319694862653527,1144.7924936777777,4,0.0,"{""fills_remaining"": 1, ""monthly_run_rate_remaining_usdc"": 20.0, ""pnl_remaining_usdc"": 0.2912812384061567, ""roi_remaining"": 0.037282030960153915, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,shadow,True,,False,False,0.0,"needs >= 5 evidence fills, >= 3 settled fills, P&L > 0.00, ROI >= 3.00%, evidence age >= 2.0h, and monthly run-rate >= 20.00",,,,,,,,,,,,,,,,
structural|longshot_no|crypto_eth_special,2,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,-0.8199808199808203,-0.04099904099904102,2,2,0,20.0,0.0,-0.8199808199808203,-0.04099904099904102,-0.5157145890152324,1144.7924936797224,2,0.0,"{""fills_remaining"": 3, ""monthly_run_rate_remaining_usdc"": 20.0, ""pnl_remaining_usdc"": 0.8199808199808203, ""roi_remaining"": 0.07099904099904102, ""settled_fills_remaining"": 1, ""tracking_hours_remaining"": 0.0}",1,6,shadow,True,,False,False,0.0,"needs >= 5 evidence fills, >= 3 settled fills, P&L > 0.00, ROI >= 3.00%, evidence age >= 2.0h, and monthly run-rate >= 20.00",,,,,,,,,,,,,,,,
structural|longshot_no|crypto_sol_special,2,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,-0.6199806199806197,-0.030999030999030987,2,2,0,20.0,0.0,-0.6199806199806197,-0.030999030999030987,-0.3899274749349013,1144.7924936819443,2,0.0,"{""fills_remaining"": 3, ""monthly_run_rate_remaining_usdc"": 20.0, ""pnl_remaining_usdc"": 0.6199806199806197, ""roi_remaining"": 0.060999030999030986, ""settled_fills_remaining"": 1, ""tracking_hours_remaining"": 0.0}",1,6,shadow,True,,False,False,0.0,"needs >= 5 evidence fills, >= 3 settled fills, P&L > 0.00, ROI >= 3.00%, evidence age >= 2.0h, and monthly run-rate >= 20.00",,,,,,,,,,,,,,,,
structural|longshot_no|culture_entertainment,1,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.6666666666666661,0.06666666666666661,1,1,0,10.0,0.0,0.6666666666666661,0.06666666666666661,0.6220694299110805,771.6180492397222,1,0.6220694299110805,"{""fills_remaining"": 4, ""monthly_run_rate_remaining_usdc"": 19.37793057008892, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.0, ""settled_fills_remaining"": 2, ""tracking_hours_remaining"": 0.0}",3,6,shadow,True,,False,False,0.0,"needs >= 5 evidence fills, >= 3 settled fills, P&L > 0.00, ROI >= 3.00%, evidence age >= 2.0h, and monthly run-rate >= 20.00",,,,,,,,,,,,,,,,
structural|longshot_no|equities_macro,1,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,1,1,0,10.0,0.0,0.0,0.0,0.0,168.34693813083334,1,0.0,"{""fills_remaining"": 4, ""monthly_run_rate_remaining_usdc"": 20.0, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.03, ""settled_fills_remaining"": 2, ""tracking_hours_remaining"": 0.0}",2,6,shadow,True,,False,False,0.0,"needs >= 5 evidence fills, >= 3 settled fills, P&L > 0.00, ROI >= 3.00%, evidence age >= 2.0h, and monthly run-rate >= 20.00",,,,,,,,,,,,,,,,
structural|longshot_no|macro_rates,1,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,1.288135593220339,0.12881355932203392,1,1,0,10.0,0.0,1.288135593220339,0.12881355932203392,0.8207408086530853,1130.0249936886112,1,0.8207408086530853,"{""fills_remaining"": 4, ""monthly_run_rate_remaining_usdc"": 19.179259191346915, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.0, ""settled_fills_remaining"": 2, ""tracking_hours_remaining"": 0.0}",3,6,shadow,True,,False,False,0.0,"needs >= 5 evidence fills, >= 3 settled fills, P&L > 0.00, ROI >= 3.00%, evidence age >= 2.0h, and monthly run-rate >= 20.00",,,,,,,,,,,,,,,,
structural|longshot_no|tennis_match,1,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,1,1,0,10.0,0.0,0.0,0.0,0.0,771.6180492463889,1,0.0,"{""fills_remaining"": 4, ""monthly_run_rate_remaining_usdc"": 20.0, ""pnl_remaining_usdc"": 0.0, ""roi_remaining"": 0.03, ""settled_fills_remaining"": 2, ""tracking_hours_remaining"": 0.0}",2,6,shadow,True,,False,False,0.0,"needs >= 5 evidence fills, >= 3 settled fills, P&L > 0.00, ROI >= 3.00%, evidence age >= 2.0h, and monthly run-rate >= 20.00",,,,,,,,,,,,,,,,
tennis_match,8,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,-4.700461128734105,-0.05875576410917631,8,8,0,80.0,0.0,-4.700461128734105,-0.05875576410917631,-3.0379121575998003,1114.032215915278,8,0.0,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 20.0, ""pnl_remaining_usdc"": 4.700461128734105, ""roi_remaining"": 0.08875576410917631, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",3,6,shadow,True,,False,False,0.0,"needs >= 5 evidence fills, >= 3 settled fills, P&L > 0.00, ROI >= 3.00%, evidence age >= 2.0h, and monthly run-rate >= 20.00",,,,,,,,,,,,,,,,
tennis_tennis_set,4,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,-2.518989577813109,-0.06297473944532772,4,4,0,40.0,0.0,-2.518989577813109,-0.06297473944532772,-1.6272964372219982,1114.5311048063888,4,0.0,"{""fills_remaining"": 1, ""monthly_run_rate_remaining_usdc"": 20.0, ""pnl_remaining_usdc"": 2.518989577813109, ""roi_remaining"": 0.09297473944532772, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,shadow,True,,False,False,0.0,"needs >= 5 evidence fills, >= 3 settled fills, P&L > 0.00, ROI >= 3.00%, evidence age >= 2.0h, and monthly run-rate >= 20.00",,,,,,,,,,,,,,,,
tennis_tennis_total,6,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,-6.114531474221025,-0.10190885790368374,6,6,0,60.0,0.0,-6.114531474221025,-0.10190885790368374,-3.964520795494367,1110.465271475,6,0.0,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 20.0, ""pnl_remaining_usdc"": 6.114531474221025, ""roi_remaining"": 0.13190885790368373, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",3,6,shadow,True,,False,False,0.0,"needs >= 5 evidence fills, >= 3 settled fills, P&L > 0.00, ROI >= 3.00%, evidence age >= 2.0h, and monthly run-rate >= 20.00",,,,,,,,,,,,,,,,
tennis_tennis_winner,3,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,-2.3309606100504716,-0.07769868700168239,3,3,0,30.0,0.0,-2.3309606100504716,-0.07769868700168239,-1.5644553586341905,1072.7641603661111,3,0.0,"{""fills_remaining"": 2, ""monthly_run_rate_remaining_usdc"": 20.0, ""pnl_remaining_usdc"": 2.3309606100504716, ""roi_remaining"": 0.10769868700168239, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,shadow,True,,False,False,0.0,"needs >= 5 evidence fills, >= 3 settled fills, P&L > 0.00, ROI >= 3.00%, evidence age >= 2.0h, and monthly run-rate >= 20.00",,,,,,,,,,,,,,,,
unknown,8,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,-40.45346990051454,-0.5056683737564318,8,8,0,80.0,0.0,-40.45346990051454,-0.5056683737564318,-25.790351723647056,1129.3563825905555,8,0.0,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 20.0, ""pnl_remaining_usdc"": 40.45346990051454, ""roi_remaining"": 0.5356683737564318, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",3,6,shadow,False,unresolved_unknown_near_miss_metadata,False,False,0.0,metadata/audit invalid: unresolved_unknown_near_miss_metadata,,,,,,,,,,,,,,,,
worldcup,10,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,-22.380346055200675,-0.22380346055200676,10,10,0,100.0,0.0,-22.380346055200675,-0.22380346055200676,-15.022482586087426,1072.648882592778,10,0.0,"{""fills_remaining"": 0, ""monthly_run_rate_remaining_usdc"": 20.0, ""pnl_remaining_usdc"": 22.380346055200675, ""roi_remaining"": 0.25380346055200675, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",3,6,shadow,True,,False,False,0.0,"needs >= 5 evidence fills, >= 3 settled fills, P&L > 0.00, ROI >= 3.00%, evidence age >= 2.0h, and monthly run-rate >= 20.00",,,,,,,,,,,,,,,,
worldcup_2026_winner_fundamental,3,0,0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,-6.331473069435432,-0.2110491023145144,3,3,0,30.0,0.0,-6.331473069435432,-0.2110491023145144,-3.842936186560348,1186.2441603725,3,0.0,"{""fills_remaining"": 2, ""monthly_run_rate_remaining_usdc"": 20.0, ""pnl_remaining_usdc"": 6.331473069435432, ""roi_remaining"": 0.2410491023145144, ""settled_fills_remaining"": 0, ""tracking_hours_remaining"": 0.0}",2,6,shadow,True,,False,False,0.0,"needs >= 5 evidence fills, >= 3 settled fills, P&L > 0.00, ROI >= 3.00%, evidence age >= 2.0h, and monthly run-rate >= 20.00",,,,,,,,,,,,,,,,
