market_slug,condition_id,question,resolution_source,closed,active,resolution_quality,resolution_quality_reason,row_count
mls-min-atl-2026-08-19-spread-home-1pt5,0x2f7ce3742a5dd64d901dd58ecd92c2b0b74672f2d625348771302b48a2a1ed0f,Spread: Minnesota United FC (-1.5),https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-total-0pt5,0x707187bbe6dc78d19a1b321b9baece5162dbca23c73f1f23a0cfd82e0ff08aa6,Minnesota United FC vs. Atlanta United FC: O/U 0.5,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-spread-home-2pt5,0x606800ebd75ed4121855c6713f7e8fffeda814b137e71360adc3c3b37935ebab,Spread: Minnesota United FC (-2.5),https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-spread-away-2pt5,0x02bb9092b216bcc91dbc31a38b07f52b428790ab49399d9e6fbbe2489040b9cc,Spread: Atlanta United FC (-2.5),https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-team-total-home-1pt5,0x2f62404452a99e1aad2d6e07b74e37e0ca75ad4fa87c7ee446330583de937cfd,Minnesota United FC vs. Atlanta United FC: Minnesota United FC O/U 1.5,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-total-4pt5,0x97c14774588561d87b854255d2a00b93b821804561f289d9c919ffc247017436,Minnesota United FC vs. Atlanta United FC: O/U 4.5,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-total-3pt5,0xa68d3e4753a9d632a9f8f84042d93cb1768597afb3bfe193ff691fcd5de841e3,Minnesota United FC vs. Atlanta United FC: O/U 3.5,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-team-total-home-0pt5,0x75a137b8e42991c884f4ab321e5c1a7d82a874372ac3e67feefea7b4bf77e9d5,Minnesota United FC vs. Atlanta United FC: Minnesota United FC O/U 0.5,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-total-5pt5,0x544c58b2c123584989f2658ead4c65d2813d22951deab26f660704da46e8b472,Minnesota United FC vs. Atlanta United FC: O/U 5.5,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-total-2pt5,0x6aac11febe5db9ad0c0b5fbb3ac1324f66ea379cbb90a0aa75ea0ac08e2fd490,Minnesota United FC vs. Atlanta United FC: O/U 2.5,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-team-total-home-2pt5,0x8ec8fecdba446bee9b429675df8ad1297ce3bf2bd1807dedcb48753ae8b983c2,Minnesota United FC vs. Atlanta United FC: Minnesota United FC O/U 2.5,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-total-1pt5,0x35b037247c3d9f65335a39e0c5c53606bd18374ef003a13547641d05d1b826c6,Minnesota United FC vs. Atlanta United FC: O/U 1.5,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-team-total-away-0pt5,0x19db98ecc5d43cbc7131e2a87225c0d2e6bfc4a1ee400625442bf0fdf8555ed3,Minnesota United FC vs. Atlanta United FC: Atlanta United FC O/U 0.5,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-team-total-away-1pt5,0x473a41594c85fec4c29374d8284fb5524dedac249cf5dd7fc5b7f0a49ad719e4,Minnesota United FC vs. Atlanta United FC: Atlanta United FC O/U 1.5,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-btts,0xfb05b8f8294b471f3f5378232e3fa2847d793451d86e51978b272adf726bc288,Minnesota United FC vs. Atlanta United FC: Both Teams to Score,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-team-total-away-2pt5,0x6e659bd83f4ee0bf71a459dedfd406e5616861bb6383b509e65f9cb9775e75d7,Minnesota United FC vs. Atlanta United FC: Atlanta United FC O/U 2.5,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-first-half-team-total-home-0pt5,0x1d4e9f3e109c307b54f25a078548f21127456a61234d73ffe8400a97a6645bf4,Minnesota United FC vs. Atlanta United FC: Minnesota United FC 1st Half O/U 0.5,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-first-half-total-0pt5,0x61f490de4f5eeb580fe13b9bf4f1c937f70f9c003587f0f6e5f8b280c9d9643c,Minnesota United FC vs. Atlanta United FC: 1st Half O/U 0.5,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-first-half-total-1pt5,0xfb9c13ddc71e40b99704dc6c5db240dd2aa41904f5e38e93b9a5ccefdca0da13,Minnesota United FC vs. Atlanta United FC: 1st Half O/U 1.5,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-first-half-total-2pt5,0x34bd24518c8df3e80d22e4bcd2fd61885a86780354b5b68fb9594444e235e9ae,Minnesota United FC vs. Atlanta United FC: 1st Half O/U 2.5,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-first-half-team-total-home-1pt5,0x8b668e70974d5e2704f1fdb48eb631ea2e560350842e75ccf3aca5f45cc57d28,Minnesota United FC vs. Atlanta United FC: Minnesota United FC 1st Half O/U 1.5,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
clf-cm-and-2026-08-19-second-half-result-draw,0x428a5accda2e2ba2f392853c318be7b6b69b197041f2d2aa2fcc5b2613f26be1,CE Manresa vs. UE Sant Andreu: Second half draw?,,True,True,clean_settlement,,2
clf-cm-and-2026-08-19-second-half-result-home,0x360ce54fdb032d672d3316ccf801ee3c2a5d7341c11327ae37721772db9c79ba,CE Manresa to win the second half?,,True,True,clean_settlement,,2
clf-cm-and-2026-08-19-halftime-result-away,0x5a67dfa6aabd84bdaacbc9b214db14905cced32eee4ce35b9a02021b567d3afd,UE Sant Andreu leading at halftime?,,True,True,clean_settlement,,2
clf-cm-and-2026-08-19-exact-score-any-other,0x1948ee5a2c8810b01e495fc89084b22d7845429f669d2f704bce0a53d0249010,Exact Score: Any Other Score?,,True,True,clean_settlement,,2
cs2-imhowe-aritmi-2026-08-19-total-games-2pt5,0xb0b8a229208786a99507e4d3fcdc39c286153dad99ea99d9e31f058b174d78fb,Games Total: O/U 2.5,https://hltv.org,True,True,clean_settlement,,2
clf-cm-and-2026-08-19-halftime-result-home,0x1dbff3866c9cc721e617afc70f12e52953cbd7da6570c6d6dfee93e2676d6263,CE Manresa leading at halftime?,,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-second-half-team-total-home-1pt5,0x387bb138953ce818e117d281429a15068736801a19dd8560bf86877faa838e3f,Minnesota United FC vs. Atlanta United FC: Minnesota United FC 2nd Half O/U 1.5,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-first-half-team-total-away-0pt5,0x4990595d84605abf4c04355f9899082f8986250b56fcdc52c5873a45d4d0ad57,Minnesota United FC vs. Atlanta United FC: Atlanta United FC 1st Half O/U 0.5,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-btts-second-half,0xd97722613f89ecdc65dac17d4d5273edf497c81c507641d3a9c31d683d4558b6,Minnesota United FC vs. Atlanta United FC: Both Teams to Score in Second Half,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-second-half-team-total-away-1pt5,0x294fd1e88c3b0d3705396a05a709bf657ab2dfd20b371c1a8ac49a17a4d58fae,Minnesota United FC vs. Atlanta United FC: Atlanta United FC 2nd Half O/U 1.5,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-btts-first-half,0x1871412d1b7ed954595923ad2bbaa623a1150c17179720e1a5683a1f1730fc5f,Minnesota United FC vs. Atlanta United FC: Both Teams to Score in First Half,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-second-half-team-total-away-0pt5,0x6dd08f691df0cacb8d454fbdd6eb567b7dc4d934abab18edc1225e470a49209c,Minnesota United FC vs. Atlanta United FC: Atlanta United FC 2nd Half O/U 0.5,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-second-half-team-total-home-0pt5,0x08fcbd3f794ddb72e46939dde3d29efb850a42042de362a20e2369497327ae1a,Minnesota United FC vs. Atlanta United FC: Minnesota United FC 2nd Half O/U 0.5,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-second-half-total-1pt5,0x35a59648ae3e7fd6e4db2f95eabaceb43e44e4e9371bbcd1b07431ad9a0c8bc6,Minnesota United FC vs. Atlanta United FC: 2nd Half O/U 1.5,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-second-half-total-0pt5,0x32faf1c231142906dc204446e885ef95d53856db254ae313ce0f3bbff9b4d367,Minnesota United FC vs. Atlanta United FC: 2nd Half O/U 0.5,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-second-half-total-2pt5,0x8d8afaba288d30b9781e76995724c1f2d04c200f79c1d3125da50426013353ec,Minnesota United FC vs. Atlanta United FC: 2nd Half O/U 2.5,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
mls-min-atl-2026-08-19-first-half-team-total-away-1pt5,0xe743d43b8994d9a796f82966374d94c55c5688b5be0752c63579c79b5354fa4a,Minnesota United FC vs. Atlanta United FC: Atlanta United FC 1st Half O/U 1.5,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
lowest-temperature-in-hong-kong-on-august-19-2026-31c,0x28e4032ae1fb0c17d98eedb92760e0e64aba0f0c4028225744afa90ff74fe844,Will the lowest temperature in Hong Kong be 31°C on August 19?,,True,True,clean_settlement,,2
highest-temperature-in-hong-kong-on-august-19-2026-31c,0xfc975f07750d856f70599ded0f37d9dd925fa242d31d692db99ce4d547773812,Will the highest temperature in Hong Kong be 31°C on August 19?,,True,True,clean_settlement,,2
highest-temperature-in-hong-kong-on-august-19-2026-28c,0x1b3ad2a1924e6454acc0b5ca55fd63ffcf6acf5dc0fdf8af5d75696c10246e2c,Will the highest temperature in Hong Kong be 28°C on August 19?,,True,True,clean_settlement,,2
lowest-temperature-in-hong-kong-on-august-19-2026-24c,0x76180f6760bcc4b17cb77cd0112ce07fd8cbfb913976c31fcf5b66361e0892b6,Will the lowest temperature in Hong Kong be 24°C on August 19?,,True,True,clean_settlement,,2
lowest-temperature-in-hong-kong-on-august-19-2026-26c,0x66ca4c862464f8b789e143a6430fc63fa4c97a82ec89034429158bceae923a58,Will the lowest temperature in Hong Kong be 26°C on August 19?,,True,True,clean_settlement,,2
lowest-temperature-in-hong-kong-on-august-19-2026-32corhigher,0xd04beb9fe0a6184130d07ffb8643c82c6c47a7fabf37254ad05ed1329ea20796,Will the lowest temperature in Hong Kong be 32°C or higher on August 19?,,True,True,clean_settlement,,2
lowest-temperature-in-hong-kong-on-august-19-2026-27c,0x8263762f1f265a5b3b273aa7d7d65e4fcf416b78f82d70d666da8ee7b206a34f,Will the lowest temperature in Hong Kong be 27°C on August 19?,,True,True,clean_settlement,,2
lowest-temperature-in-hong-kong-on-august-19-2026-25c,0x6920974574551d7a5ce9bf81a5745eb34a33f3ce27c346f3f9d9301030d157ae,Will the lowest temperature in Hong Kong be 25°C on August 19?,,True,True,clean_settlement,,2
lowest-temperature-in-hong-kong-on-august-19-2026-29c,0xcb39b61a7fd2962d0aaddba65dc5bf37747450524a43a77ef4027ecb2172c012,Will the lowest temperature in Hong Kong be 29°C on August 19?,,True,True,clean_settlement,,2
highest-temperature-in-hong-kong-on-august-19-2026-30c,0xbd344b00512dc1bb0a1612076150a68e26aece0f3b5d77127e764dedda0c5e09,Will the highest temperature in Hong Kong be 30°C on August 19?,,True,True,clean_settlement,,2
lowest-temperature-in-hong-kong-on-august-19-2026-23c,0x6d554b81996d5c02c7537d41c9278965b34931f0668cdde4ca281044d3d597e0,Will the lowest temperature in Hong Kong be 23°C on August 19?,,True,True,clean_settlement,,2
lib-coq-cp-2026-08-19-halftime-result-draw,0xb5a7fcdb63d19c25b63a304b38706ae7ee52f736564f320f8a52a1097d2fc1aa,CD Coquimbo Unido vs. CA Platense: Draw at halftime?,,True,True,clean_settlement,,2
lib-coq-cp-2026-08-19-draw,0x30ddbbdcb897da70b20bf7b29323adb4801b90bd98de94c9a76518f19979db10,Will CD Coquimbo Unido vs. CA Platense end in a draw?,https://conmebollibertadores.com/,True,True,clean_settlement,,2
lib-coq-cp-2026-08-19-exact-score-0-0,0xf73cd5ca16f526bb9a359b4a405b23dd1fef73f1f217fb410771023c66bb05cc,Exact Score: CD Coquimbo Unido 0 - 0 CA Platense?,,True,True,clean_settlement,,2
lib-coq-cp-2026-08-19-second-half-result-draw,0x31484ec42864d8a2c590bc15ce3f3f7fa0fc6fe4deeceb7e0055b9c4e2ae8cb9,CD Coquimbo Unido vs. CA Platense: Second half draw?,,True,True,clean_settlement,,2
lib-coq-cp-2026-08-19-first-to-score-neither,0x00ea9ee56edb134bbb944cf42a0ce0c1dced25b1e1032007b4202dff8ff6eb5c,CD Coquimbo Unido vs. CA Platense: Neither team to score first?,,True,True,clean_settlement,,2
itf-jeffrey-dellave-2026-08-19-first-set-total-9pt5,0x45e142cc19ad69a6e2dee4184c7a3644686f4993be0a643b4aa75a64530377dd,Hsu vs. Dellavedova: Set 1 Games O/U 9.5,https://www.itftennis.com/en/tournament-calendar/,True,True,clean_settlement,,2
itf-jeffrey-dellave-2026-08-19-first-set-total-8pt5,0x5dd63dbd842334f6189d9e6e7043e4245048ff921e1f35091b2cadcb0a16513c,Hsu vs. Dellavedova: Set 1 Games O/U 8.5,https://www.itftennis.com/en/tournament-calendar/,True,True,clean_settlement,,2
itf-jeffrey-dellave-2026-08-19-first-set-total-10pt5,0x630db8036d9303755f8208700bab2d63d970b0a3c83928e97a0353e63dc8491e,Hsu vs. Dellavedova: Set 1 Games O/U 10.5,https://www.itftennis.com/en/tournament-calendar/,True,True,clean_settlement,,2
itf-jeffrey-dellave-2026-08-19-first-set-winner-Hsu-vs-Dellavedova,0xef5be7f1955369591ded6eec4ed6524929231b6275cd1a83407e3bad30c9de40,Set 1 Winner: Hsu vs Dellavedova,https://www.itftennis.com/en/tournament-calendar/,True,True,clean_settlement,,2
mls-skc-stl-2026-08-19-first-to-score-away,0x8a97fe0ac435b6e803940168206e587c0ea821611058e3551a73cd7e7a600424,St. Louis City SC to score first vs. Sporting Kansas City?,,True,True,clean_settlement,,2
criccpl-stl-guy-2026-08-19-toss-match-double-stl,0x6951bb5237a1847b8b7ec5cc68f2c41599fe21e5852bea4cec6c0d67ffaa1aec,Caribbean Premier League: St. Lucia Kings vs Guyana Amazon Warriors - Toss Match Double St. Lucia Kings Winner,,True,True,clean_settlement,,2
zec-updown-15m-1787193000,0x6631343802a49e25b30d89ac0ba1cca312db8757d820e03a93ea5c04aacf30ec,"ZCash Up or Down - August 19, 10:30PM-10:45PM ET",https://data.chain.link/streams/zec-usd-twap-60s-streams,True,True,clean_settlement,,2
doge-updown-5m-1787193600,0x633b7d8ef957f5caaaf3b29690852eb9a6c5e768170e1dc9d4073a736ffd57af,"Dogecoin Up or Down - August 19, 10:40PM-10:45PM ET",https://data.chain.link/streams/doge-usd-twap-60s-streams,True,True,clean_settlement,,2
sol-updown-5m-1787193600,0x0e07cd347d86dad1384c35d33cc36c77fd0e8d4c0389ab84f1fee2f21bcb465f,"Solana Up or Down - August 19, 10:40PM-10:45PM ET",https://data.chain.link/streams/sol-usd-twap-60s-streams,True,True,clean_settlement,,2
btc-updown-5m-1787193600,0x0d37ef8a72c6333f6d6bdc43c964ff622249362a8d081e143822fa18820eeb68,"Bitcoin Up or Down - August 19, 10:40PM-10:45PM ET",https://data.chain.link/streams/btc-usd-twap-60s-streams,True,True,clean_settlement,,2
hype-updown-15m-1787193000,0xa86f4d32ccad39ee30dcc5fa9310b4c76dd8f8c10150301b44728b5b7b6bab64,"Hyperliquid Up or Down - August 19, 10:30PM-10:45PM ET",https://data.chain.link/streams/hype-usd-twap-60s-streams,True,True,clean_settlement,,2
xrp-updown-5m-1787193600,0x53a5e1677dc41e446f7690fc5bf6ea2591189924e084a4d38f97ef222b2ac382,"XRP Up or Down - August 19, 10:40PM-10:45PM ET",https://data.chain.link/streams/xrp-usd-twap-60s-streams,True,True,clean_settlement,,2
bnb-updown-15m-1787193000,0xb0d7a1a99bf220f7e87db6c96d62b3e460d57f75435c5821d2cacbbaeebe81c1,"BNB Up or Down - August 19, 10:30PM-10:45PM ET",https://data.chain.link/streams/bnb-usd-twap-60s-streams,True,True,clean_settlement,,2
hype-updown-5m-1787193600,0x9988173738dd20698bdb02a250cfd4be9aee1c02c7d702405a37da71b43cb842,"Hyperliquid Up or Down - August 19, 10:40PM-10:45PM ET",https://data.chain.link/streams/hype-usd-twap-60s-streams,True,True,clean_settlement,,2
doge-updown-15m-1787193000,0x5802cdccdfc1884442d038c2bbdc37742202dd9f286d0d77a38a69b0d1785b7c,"Dogecoin Up or Down - August 19, 10:30PM-10:45PM ET",https://data.chain.link/streams/doge-usd-twap-60s-streams,True,True,clean_settlement,,2
zec-updown-5m-1787193600,0x6b2bfc7c583a2eae4b824aa43257cca3a2ef0dc3e73d59be32e1d23340f03863,"ZCash Up or Down - August 19, 10:40PM-10:45PM ET",https://data.chain.link/streams/zec-usd-twap-60s-streams,True,True,clean_settlement,,2
eth-updown-5m-1787193600,0xa91ac99807be3bfaf922c063c4685a7906e7c5f0cfb6acd5c6b82e3a1d61c0ce,"Ethereum Up or Down - August 19, 10:40PM-10:45PM ET",https://data.chain.link/streams/eth-usd-twap-60s-streams,True,True,clean_settlement,,2
eth-updown-15m-1787193000,0x0a0f7f8311518798a512eb5d85f0933995692f6cb54566d6e7996649ee5b623e,"Ethereum Up or Down - August 19, 10:30PM-10:45PM ET",https://data.chain.link/streams/eth-usd-twap-60s-streams,True,True,clean_settlement,,2
bnb-updown-5m-1787193600,0x4961969ba7f516dad6a21a043748ee5ed65061f4e932b5055e436c2d1b4b7e89,"BNB Up or Down - August 19, 10:40PM-10:45PM ET",https://data.chain.link/streams/bnb-usd-twap-60s-streams,True,True,clean_settlement,,2
xrp-updown-15m-1787193000,0xecb86e4fe6eac503327280cff2ddf632cf735cac103f8701af5e4cb926d549e0,"XRP Up or Down - August 19, 10:30PM-10:45PM ET",https://data.chain.link/streams/xrp-usd-twap-60s-streams,True,True,clean_settlement,,2
btc-updown-15m-1787193000,0x5d520aab994add6db2a800be3e5545fd061ef290066ff23eb5da6dd23972c595,"Bitcoin Up or Down - August 19, 10:30PM-10:45PM ET",https://data.chain.link/streams/btc-usd-twap-60s-streams,True,True,clean_settlement,,2
sol-updown-15m-1787193000,0x0ca8f266532fc7b08a128d1b95a9c1de76d9d16a2271cc566a0aedda81a7cd9e,"Solana Up or Down - August 19, 10:30PM-10:45PM ET",https://data.chain.link/streams/sol-usd-twap-60s-streams,True,True,clean_settlement,,2
criccpl-stl-guy-2026-08-19-toss-winner,0xd7da66dbda3fc14ea99525127dc1d7adc1811e2a8b5c591e8bf23ca5240a37f8,Caribbean Premier League: St. Lucia Kings vs Guyana Amazon Warriors - Who wins the toss?,https://www.espncricinfo.com/,True,True,clean_settlement,,2
mls-skc-stl-2026-08-19-exact-score-1-1,0x01ee9b11771e4dd4e4ad33991dcd82563a8a0ed68d8de6983c6f11c503e43144,Exact Score: Sporting Kansas City 1 - 1 St. Louis City SC?,,True,True,clean_settlement,,2
mls-skc-stl-2026-08-19-second-half-result-home,0x40820d354ad4ef779389f8b675466398ccee1517cdfdf7914876fe931756cc90,Sporting Kansas City to win the second half?,,True,True,clean_settlement,,2
will-ogre-magi-be-the-most-picked-hero-at-the-international-2026-20260806194835480,0x7f4f755885a9133d3ecc6c45b7c0809ac630ae63f53528dfcd5dfee1efac8e35,Will Ogre Magi Be the Most Picked Hero at The International 2026?,,True,True,clean_settlement,,2
mls-skc-stl-2026-08-19-draw,0xbfe033b97ce3fd03752e2749f4b93627b5480c2e73c5ca9974a9f55a1f2e854b,Will Sporting Kansas City vs. St. Louis City SC end in a draw?,https://www.mlssoccer.com/schedule/scores,True,True,clean_settlement,,2
itf-moriya-ogura-2026-08-19-first-set-winner-Moriya-vs-Ogura,0x9076fa46732f16dc38cc0b08570f3fdc16e98f2e126fd47c551e1040e10f6959,Set 1 Winner: Moriya vs Ogura,https://www.itftennis.com/en/tournament-calendar/,True,True,clean_settlement,,2
itf-moriya-ogura-2026-08-19-first-set-total-10pt5,0x54077f9747a76311619510441973608d2df8359cd7dedf441fee4465a4febedb,Moriya vs. Ogura: Set 1 Games O/U 10.5,https://www.itftennis.com/en/tournament-calendar/,True,True,clean_settlement,,2
itf-moriya-ogura-2026-08-19-first-set-total-8pt5,0x97e983490d13eb5267896c9b190591e58900b8177673ddb7c73b3efdb1cb6afe,Moriya vs. Ogura: Set 1 Games O/U 8.5,https://www.itftennis.com/en/tournament-calendar/,True,True,clean_settlement,,2
itf-moriya-ogura-2026-08-19-first-set-total-9pt5,0x83e042f8317089c43292785b11d1598085ce79b82ec1ef50ac9ab6aeaa9bbd36,Moriya vs. Ogura: Set 1 Games O/U 9.5,https://www.itftennis.com/en/tournament-calendar/,True,True,clean_settlement,,2
xrp-updown-5m-1787193300,0x880bd0852d34ebbe7c36c86d19c2a2a0c6aefaa95e8e4e3012f2173f7af6af29,"XRP Up or Down - August 19, 10:35PM-10:40PM ET",https://data.chain.link/streams/xrp-usd-twap-60s-streams,True,True,clean_settlement,,2
zec-updown-5m-1787193300,0x836a7d9bad8fa706a2c441cd9e9d36acc59fa4161b8c7cb5a256487f554ac060,"ZCash Up or Down - August 19, 10:35PM-10:40PM ET",https://data.chain.link/streams/zec-usd-twap-60s-streams,True,True,clean_settlement,,2
sol-updown-5m-1787193300,0x58a9858d942f4e5799431451c801b9f252d7705b2be15d09771e283b00a1d15e,"Solana Up or Down - August 19, 10:35PM-10:40PM ET",https://data.chain.link/streams/sol-usd-twap-60s-streams,True,True,clean_settlement,,2
hype-updown-5m-1787193300,0xa815b4cfc2dae69bc204eaf620fbba5f112804a34c5fab58deb3cedd07b12edb,"Hyperliquid Up or Down - August 19, 10:35PM-10:40PM ET",https://data.chain.link/streams/hype-usd-twap-60s-streams,True,True,clean_settlement,,2
eth-updown-5m-1787193300,0x51acd8809919f21dc6426b5874109c5c469f754ecdd90919903a4346b5531ef6,"Ethereum Up or Down - August 19, 10:35PM-10:40PM ET",https://data.chain.link/streams/eth-usd-twap-60s-streams,True,True,clean_settlement,,2
bnb-updown-5m-1787193300,0x4d6182b330174263706485c46e31c3abe0d721f21ec7292c5cd4a81ad19d54e7,"BNB Up or Down - August 19, 10:35PM-10:40PM ET",https://data.chain.link/streams/bnb-usd-twap-60s-streams,True,True,clean_settlement,,2
doge-updown-5m-1787193300,0x2d1934234c11f1aee0bd596340783fd9741a4ae4339e08d49095113817adc517,"Dogecoin Up or Down - August 19, 10:35PM-10:40PM ET",https://data.chain.link/streams/doge-usd-twap-60s-streams,True,True,clean_settlement,,2
btc-updown-5m-1787193300,0x7cf20910ef6670d4aba3bc01c15dd100bb4d6f21480a9f15467a4b6a8a129bfe,"Bitcoin Up or Down - August 19, 10:35PM-10:40PM ET",https://data.chain.link/streams/btc-usd-twap-60s-streams,True,True,clean_settlement,,2
nwsl-rac-rei-2026-08-19-corners-total-8pt5,0xcc587d739570d48a7fb6f72accdcbf2cace9dcd1b5f084c3830fcb6592caddd6,Racing Louisville FC vs. Seattle Reign FC: O/U 8.5 Total Corners,https://www.nwslsoccer.com/,True,True,clean_settlement,,2
nwsl-rac-rei-2026-08-19-corners-total-9pt5,0xd730fc228087da4a874afbbd51e41a7cbc62d3c2850649eda26d5aabb102098a,Racing Louisville FC vs. Seattle Reign FC: O/U 9.5 Total Corners,https://www.nwslsoccer.com/,True,True,clean_settlement,,2
nwsl-rac-rei-2026-08-19-corners-total-7pt5,0x5567e51ebb161d75adcf1df30b9406cfd0802b4e856bd56e0074dde9be34bfb3,Racing Louisville FC vs. Seattle Reign FC: O/U 7.5 Total Corners,https://www.nwslsoccer.com/,True,True,clean_settlement,,2
nwsl-rac-rei-2026-08-19-corners-team-away-2pt5,0x253d24bd17cd80ce7ba267ce7b185901a68491a6b41fa922a816253926179590,Racing Louisville FC vs. Seattle Reign FC: Seattle Reign FC O/U 2.5 Corners,https://www.nwslsoccer.com/,True,True,clean_settlement,,2
nwsl-rac-rei-2026-08-19-corners-second-half-total-5pt5,0x7d31270a3c847444590b620f6b39afd7c6ca720c5799d0934669552defe8011d,Racing Louisville FC vs. Seattle Reign FC: 2nd Half O/U 5.5 Total Corners,https://www.nwslsoccer.com/,True,True,clean_settlement,,2
nwsl-rac-rei-2026-08-19-corners-total-10pt5,0x038b8e2fca6812791057da2fd1e722c3ade8fc3cf3df21628ca9dadd43cc9b4c,Racing Louisville FC vs. Seattle Reign FC: O/U 10.5 Total Corners,https://www.nwslsoccer.com/,True,True,clean_settlement,,2
nwsl-rac-rei-2026-08-19-first-corner,0x8e508a152713cbe899176fa009eecbb6a36fd9dd143f98205cf5e47aef26dd2a,Racing Louisville FC vs. Seattle Reign FC: Team to Take First Corner,https://www.nwslsoccer.com/,True,True,clean_settlement,,2
nwsl-rac-rei-2026-08-19-corners-first-half-total-4pt5,0x468618bff8b8b7c9c95330d73128856c4b93cfb584508e100690f7b1efb74491,Racing Louisville FC vs. Seattle Reign FC: 1st Half O/U 4.5 Total Corners,https://www.nwslsoccer.com/,True,True,clean_settlement,,2
nwsl-rac-rei-2026-08-19-corners-team-away-5pt5,0x3c2aa6671be0cb3c44257d5b2095d7d90466fe46149504428afcb9114e46979b,Racing Louisville FC vs. Seattle Reign FC: Seattle Reign FC O/U 5.5 Corners,https://www.nwslsoccer.com/,True,True,clean_settlement,,2
nwsl-rac-rei-2026-08-19-corners-odd-even,0x16f25763540aeaf17207a3467f2c1d7677701faae9f83fe40c7421e2395c3762,Racing Louisville FC vs. Seattle Reign FC: Total Corners Odd or Even?,https://www.nwslsoccer.com/,True,True,clean_settlement,,2
nwsl-rac-rei-2026-08-19-corners-second-half-total-4pt5,0x3cb7a6fc1b56411da3f00c188ea0a353f7b28d2dd917d4bc0e4c4f02e8cc28d5,Racing Louisville FC vs. Seattle Reign FC: 2nd Half O/U 4.5 Total Corners,https://www.nwslsoccer.com/,True,True,clean_settlement,,2
nwsl-rac-rei-2026-08-19-corners-first-half-total-5pt5,0x087632a96296508d62b8a7403a5591443ce45fac58de26878733e8503f3c3848,Racing Louisville FC vs. Seattle Reign FC: 1st Half O/U 5.5 Total Corners,https://www.nwslsoccer.com/,True,True,clean_settlement,,2
nwsl-rac-rei-2026-08-19-corners-first-half-total-3pt5,0xec350ffb2b7ffd57735a4b83173a65049de08f08ef5af8f53debc63511451221,Racing Louisville FC vs. Seattle Reign FC: 1st Half O/U 3.5 Total Corners,https://www.nwslsoccer.com/,True,True,clean_settlement,,2
